Demodulated Signal 1,Demodulated Signal 2,Demodulated Signal 3,Interferometric Phase,PTI Signal,Response Phase 1,Response Phase 2,Response Phase 3,Root Mean Square 1,Root Mean Square 2,Root Mean Square 3
-2.30717e-05,-6.84995e-06,2.99217e-05,2.35104,2.17018e-05,-0.85903,-0.897708,2.27372,2.31505e-05,6.85655e-06,3.00032e-05
-1.84512e-05,-4.46892e-06,2.29201e-05,2.34441,1.6658e-05,-0.690675,-0.646072,2.4597,1.90477e-05,4.67142e-06,2.37154e-05
-1.74707e-05,-4.42453e-06,2.18953e-05,2.32425,1.6018e-05,-0.68779,-0.702808,2.45078,1.80489e-05,4.55374e-06,2.26023e-05
-2.15384e-05,-4.20237e-06,2.57407e-05,2.29851,1.90023e-05,-0.834403,-0.89304,2.29766,2.16627e-05,4.20733e-06,2.5864e-05
-2.09192e-05,-2.91662e-06,2.38358e-05,2.27324,1.77659e-05,-1.07248,-1.08233,2.06791,2.10997e-05,2.94575e-06,2.40452e-05
-2.27892e-05,-2.80393e-06,2.55932e-05,2.24949,1.92617e-05,-0.73097,-0.60021,2.4254,2.33042e-05,2.97564e-06,2.62573e-05
-1.83357e-05,-1.86714e-06,2.02028e-05,2.2282,1.53464e-05,-0.844516,-0.830753,2.29835,1.84224e-05,1.87866e-06,2.03009e-05
-2.39006e-05,-1.5218e-06,2.54224e-05,2.21117,1.94625e-05,-0.790186,-0.810512,2.35019,2.41772e-05,1.53497e-06,2.57119e-05
-2.24721e-05,-1.28922e-06,2.37613e-05,2.19964,1.82908e-05,-0.819918,-0.857388,2.31965,2.26395e-05,1.29381e-06,2.39325e-05
-2.28038e-05,-1.08406e-06,2.38879e-05,2.19656,1.84157e-05,-0.891942,-0.874624,2.25044,2.28319e-05,1.0865e-06,2.39183e-05
-2.04917e-05,-1.55938e-06,2.2051e-05,2.20472,1.6933e-05,-0.703149,-0.905962,2.42455,2.10883e-05,1.56037e-06,2.26189e-05
-1.9811e-05,-1.43239e-06,2.12434e-05,2.22663,1.61482e-05,-0.723147,-0.725133,2.41831,2.02933e-05,1.46661e-06,2.17599e-05
-1.70503e-05,-2.17697e-06,1.92273e-05,2.26171,1.43975e-05,-0.780854,-0.603192,2.3816,1.7273e-05,2.30786e-06,1.95488e-05
-1.78625e-05,-4.09899e-06,2.19615e-05,2.30898,1.61514e-05,-0.832855,-0.860951,2.30351,1.79687e-05,4.11236e-06,2.20796e-05
-1.63714e-05,-4.90942e-06,2.12809e-05,2.36618,1.53651e-05,-0.935849,-0.966035,2.19878,1.63717e-05,4.91088e-06,2.12809e-05
-1.40239e-05,-6.44913e-06,2.04731e-05,2.42884,1.45455e-05,-0.697792,-0.669395,2.45279,1.44513e-05,6.69565e-06,2.11452e-05
-1.38867e-05,-7.95055e-06,2.18372e-05,2.49034,1.53326e-05,-0.601937,-0.672076,2.51448,1.47281e-05,8.24832e-06,2.29634e-05
-1.38896e-05,-9.63283e-06,2.35224e-05,2.5445,1.63977e-05,-0.785094,-0.736524,2.37649,1.40615e-05,9.83898e-06,2.38936e-05
-1.41151e-05,-1.22325e-05,2.63476e-05,2.5884,1.83004e-05,-0.888227,-0.955918,2.22196,1.41352e-05,1.22338e-05,2.6354e-05
-1.09532e-05,-9.8871e-06,2.08403e-05,2.62259,1.44535e-05,-0.647096,-0.647406,2.49435,1.1446e-05,1.03309e-05,2.17769e-05
-1.44546e-05,-1.57317e-05,3.01863e-05,2.65003,2.09279e-05,-0.945508,-0.939223,2.19936,1.44547e-05,1.57318e-05,3.01863e-05
-1.12382e-05,-1.25135e-05,2.37517e-05,2.67251,1.64714e-05,-0.860986,-0.909231,2.25522,1.12748e-05,1.25201e-05,2.3788e-05
-1.07654e-05,-1.20445e-05,2.28099e-05,2.68781,1.58257e-05,-0.839357,-0.854774,2.2941,1.08219e-05,1.209e-05,2.29112e-05
-1.34599e-05,-1.63715e-05,2.98314e-05,2.69087,2.06999e-05,-0.813683,-0.807985,2.33104,1.35708e-05,1.65187e-05,3.00893e-05
-9.72738e-06,-1.2056e-05,2.17834e-05,2.67938,1.51092e-05,-0.853796,-0.901699,2.26132,9.765e-06,1.20656e-05,2.18244e-05
-1.18364e-05,-1.23561e-05,2.41925e-05,2.66032,1.67736e-05,-0.769315,-0.816222,2.3484,1.20143e-05,1.24539e-05,2.44614e-05
-1.29621e-05,-1.26992e-05,2.56613e-05,2.6427,1.77912e-05,-0.776863,-0.75003,2.37804,1.314e-05,1.29358e-05,2.60735e-05
-1.41035e-05,-1.3934e-05,2.80374e-05,2.6301,1.94417e-05,-0.901795,-0.896892,2.24223,1.41146e-05,1.39479e-05,2.80625e-05
-1.14553e-05,-1.07905e-05,2.22458e-05,2.61664,1.5431e-05,-0.768928,-0.814683,2.35055,1.16282e-05,1.0878e-05,2.25004e-05
-1.20852e-05,-1.03691e-05,2.24543e-05,2.59594,1.55895e-05,-0.984308,-0.991824,2.15381,1.20962e-05,1.03822e-05,2.24783e-05
-1.44991e-05,-1.10624e-05,2.55615e-05,2.56894,1.77788e-05,-0.677891,-0.664109,2.46968,1.50183e-05,1.15024e-05,2.652e-05
-1.44534e-05,-9.77507e-06,2.42284e-05,2.53965,1.68987e-05,-0.821487,-0.849051,2.309,1.45583e-05,9.81708e-06,2.43731e-05
-1.48853e-05,-9.30044e-06,2.41858e-05,2.51293,1.69247e-05,-0.898661,-0.885104,2.24814,1.4899e-05,9.3153e-06,2.42138e-05
-1.4283e-05,-7.97775e-06,2.22607e-05,2.49141,1.56273e-05,-0.997527,-1.00491,2.14142,1.43054e-05,7.99377e-06,2.22989e-05
-1.5351e-05,-8.00623e-06,2.33572e-05,2.47579,1.64399e-05,-0.797611,-0.831862,2.33227,1.55115e-05,8.05468e-06,2.3563e-05
-1.4198e-05,-7.32726e-06,2.15253e-05,2.46692,1.51747e-05,-0.775462,-0.767057,2.369,1.43962e-05,7.4403e-06,2.18363e-05
-1.61984e-05,-8.53846e-06,2.47368e-05,2.46552,1.74432e-05,-0.81926,-0.797217,2.32996,1.63203e-05,8.62823e-06,2.49472e-05
-1.60974e-05,-8.48492e-06,2.45823e-05,2.46824,1.73256e-05,-0.72708,-0.807392,2.38706,1.6475e-05,8.5619e-06,2.50187e-05
-1.40367e-05,-6.43061e-06,2.04673e-05,2.46769,1.44268e-05,-0.862382,-0.921824,2.26057,1.40808e-05,6.43186e-06,2.05049e-05
-1.67996e-05,-9.34827e-06,2.61479e-05,2.47313,1.84127e-05,-0.848652,-0.821962,2.3025,1.68724e-05,9.41557e-06,2.62858e-05
-1.36393e-05,-7.92123e-06,2.15606e-05,2.49397,1.51297e-05,-0.715737,-0.801087,2.39482,1.39948e-05,8.00007e-06,2.19763e-05
-1.57562e-05,-9.58342e-06,2.53395e-05,2.51701,1.77223e-05,-0.890582,-0.902998,2.24632,1.57767e-05,9.59057e-06,2.53667e-05
-1.56816e-05,-1.07179e-05,2.63994e-05,2.529,1.84355e-05,-0.957121,-0.979462,2.1754,1.56835e-05,1.07256e-05,2.64074e-05
-1.23488e-05,-7.72533e-06,2.00742e-05,2.52676,1.40222e-05,-0.718848,-0.766019,2.4047,1.26617e-05,7.84595e-06,2.05022e-05
-1.39592e-05,-8.65754e-06,2.26167e-05,2.51621,1.58197e-05,-0.859286,-0.814669,2.29943,1.40066e-05,8.72775e-06,2.2729e-05
-1.78491e-05,-1.0589e-05,2.8438e-05,2.49989,1.99377e-05,-0.795377,-0.829397,2.33358,1.80416e-05,1.0656e-05,2.86937e-05
-1.48163e-05,-7.31041e-06,2.21267e-05,2.47094,1.55873e-05,-1.00239,-1.01723,2.1343,1.48437e-05,7.33137e-06,2.21746e-05
-1.63991e-05,-6.90493e-06,2.33041e-05,2.42664,1.6565e-05,-0.598042,-0.560357,2.55483,1.74169e-05,7.43901e-06,2.48523e-05
-1.9376e-05,-6.49448e-06,2.58705e-05,2.37153,1.86501e-05,-0.905949,-0.888399,2.24005,1.93883e-05,6.50368e-06,2.58913e-05
-1.81705e-05,-3.96615e-06,2.21367e-05,2.31007,1.6274e-05,-0.85505,-0.890634,2.28018,1.82387e-05,3.9713e-06,2.2208e-05
-1.88992e-05,-2.02858e-06,2.09277e-05,2.24338,1.57916e-05,-0.825003,-0.810223,2.31803,1.90284e-05,2.04621e-06,2.10743e-05
-2.0989e-05,-7.37229e-07,2.17262e-05,2.17753,1.69087e-05,-0.788675,-0.538742,2.36192,2.12368e-05,8.01382e-07,2.20142e-05
-2.38928e-05,1.39453e-06,2.24982e-05,2.13404,1.7924e-05,-0.909364,2.23364,2.23214,2.39052e-05,1.39532e-06,2.25098e-05
-3.59717e-05,3.72672e-06,3.22449e-05,2.0596,2.81439e-05,-1.01078,2.06544,2.13842,3.6058e-05,3.76072e-06,3.23062e-05
-2.60716e-05,3.32389e-06,2.27477e-05,2.04,2.01798e-05,-0.930053,2.11544,2.22561,2.60733e-05,3.33581e-06,2.27551e-05
-2.3908e-05,3.31183e-06,2.05961e-05,2.02338,1.83441e-05,-0.717257,2.33666,2.43815,2.45225e-05,3.343e-06,2.11943e-05
-2.31562e-05,2.93885e-06,2.02173e-05,2.01976,1.77343e-05,-1.09202,2.03459,2.05175,2.34207e-05,2.97952e-06,2.04415e-05
-2.10319e-05,3.17475e-06,1.78571e-05,2.0257,1.61567e-05,-0.877795,2.33276,2.25145,2.10748e-05,3.20293e-06,1.78807e-05
-2.08684e-05,2.62536e-06,1.8243e-05,2.03604,1.61183e-05,-0.640959,2.4334,2.5101,2.18483e-05,2.69852e-06,1.91567e-05
-2.34548e-05,2.50972e-06,2.09451e-05,2.04982,1.82515e-05,-0.766022,2.29509,2.38508,2.3821e-05,2.52111e-06,2.13091e-05
-2.3864e-05,1.94725e-06,2.19167e-05,2.06546,1.8733e-05,-0.925655,2.28781,2.20954,2.3867e-05,1.95478e-06,2.19177e-05
-2.02461e-05,2.05357e-06,1.81924e-05,2.07518,1.59823e-05,-0.761693,2.27077,2.392,2.05782e-05,2.05873e-06,1.8533e-05
-2.46359e-05,1.88283e-06,2.2753e-05,2.07377,1.94316e-05,-0.743099,2.39025,2.39918,2.51293e-05,1.91743e-06,2.32119e-05
-2.13978e-05,2.66218e-06,1.87356e-05,2.04595,1.66156e-05,-0.967415,2.18606,2.17249,2.14049e-05,2.66244e-06,1.87427e-05
-2.31562e-05,3.29248e-06,1.98637e-05,2.01666,1.77063e-05,-0.699917,2.30493,2.46361,2.38493e-05,3.31069e-06,2.05744e-05
-2.42819e-05,3.85529e-06,2.04266e-05,1.99593,1.8378e-05,-0.96471,2.17993,2.17631,2.42884e-05,3.85607e-06,2.04323e-05
-2.49278e-05,4.89342e-06,2.00344e-05,1.97791,1.87077e-05,-0.825831,2.33987,2.30986,2.50958e-05,4.94168e-06,2.01559e-05
-2.38282e-05,4.9449e-06,1.88833e-05,1.96011,1.77404e-05,-0.632014,2.46482,2.5211,2.50175e-05,5.1235e-06,1.99004e-05
-2.46375e-05,5.41815e-06,1.92194e-05,1.94295,1.82088e-05,-0.913643,2.25204,2.22115,2.46472e-05,5.42549e-06,1.92237e-05
-2.60582e-05,6.52765e-06,1.95305e-05,1.92772,1.91394e-05,-0.773904,2.37034,2.3668,2.64289e-05,6.62351e-06,1.98054e-05
-2.20833e-05,5.33459e-06,1.67487e-05,1.91399,1.61329e-05,-0.816292,2.27732,2.34047,2.22578e-05,5.35058e-06,1.69153e-05
-2.45555e-05,6.40575e-06,1.81497e-05,1.90013,1.78458e-05,-1.01104,2.1779,2.11391,2.46149e-05,6.40731e-06,1.82172e-05
-2.73531e-05,7.71474e-06,1.96384e-05,1.88516,1.97722e-05,-0.727991,2.38297,2.42553,2.79892e-05,7.8457e-06,2.01486e-05
-2.58688e-05,7.4047e-06,1.8464e-05,1.86838,1.85924e-05,-0.814403,2.32209,2.32923,2.60795e-05,7.46024e-06,1.86193e-05
-2.14788e-05,6.72718e-06,1.47516e-05,1.85051,1.53486e-05,-0.871477,2.26314,2.2733,2.15317e-05,6.74061e-06,1.47914e-05
-2.6626e-05,8.62166e-06,1.80044e-05,1.83498,1.8937e-05,-0.719444,2.39562,2.43474,2.72968e-05,8.7893e-06,1.85121e-05
-2.38782e-05,8.00613e-06,1.5872e-05,1.82672,1.69419e-05,-0.658157,2.48024,2.48505,2.48705e-05,8.33112e-06,1.65394e-05
-2.45556e-05,8.19626e-06,1.63594e-05,1.82981,1.74381e-05,-0.866362,2.29227,2.26668,2.46253e-05,8.23127e-06,1.63958e-05
-2.65891e-05,8.67596e-06,1.79132e-05,1.84187,1.89498e-05,-0.546985,2.55563,2.61305,2.88027e-05,9.25509e-06,1.95579e-05
-2.64016e-05,7.79866e-06,1.86029e-05,1.85617,1.89001e-05,-0.955852,2.13111,2.20869,2.64043e-05,7.8172e-06,1.86036e-05
-2.63686e-05,7.85502e-06,1.85136e-05,1.86734,1.89451e-05,-1.02917,2.13367,2.10342,2.64701e-05,7.87233e-06,1.86003e-05
-2.2971e-05,6.88723e-06,1.60838e-05,1.87559,1.65497e-05,-0.633316,2.47889,2.5207,2.41075e-05,7.16404e-06,1.69479e-05
-2.33248e-05,6.45211e-06,1.68727e-05,1.8843,1.68553e-05,-0.928696,2.17256,2.22832,2.33268e-05,6.45454e-06,1.68795e-05
-2.54099e-05,6.71068e-06,1.86992e-05,1.8954,1.84348e-05,-0.928608,2.26415,2.1946,2.5412e-05,6.72451e-06,1.86995e-05
-1.90357e-05,5.11748e-06,1.39182e-05,1.90973,1.38839e-05,-0.701059,2.38364,2.46108,1.96e-05,5.20499e-06,1.44064e-05
-2.6299e-05,5.98436e-06,2.03146e-05,1.92724,1.93126e-05,-0.888353,2.18935,2.272,2.63363e-05,5.9847e-06,2.03674e-05
-2.22439e-05,4.53574e-06,1.77082e-05,1.94794,1.64743e-05,-0.851798,2.26184,2.29693,2.23339e-05,4.54442e-06,1.77917e-05
-2.19209e-05,4.29167e-06,1.76293e-05,1.9737,1.64195e-05,-0.86616,2.2834,2.27349,2.19834e-05,4.30664e-06,1.7677e-05
-2.05938e-05,3.64984e-06,1.6944e-05,2.00443,1.56512e-05,-0.885296,2.25315,2.25697,2.06265e-05,3.655e-06,1.69715e-05
-2.84352e-05,3.39132e-06,2.50439e-05,2.03434,2.19431e-05,-0.779209,2.32318,2.36766,2.88143e-05,3.41722e-06,2.54e-05
-1.82446e-05,2.11536e-06,1.61293e-05,2.05836,1.42645e-05,-0.884348,2.23704,2.25989,1.82746e-05,2.11681e-06,1.61582e-05
-2.60142e-05,2.08046e-06,2.39338e-05,2.07833,2.05736e-05,-0.841234,2.06581,2.3206,2.61458e-05,2.09933e-06,2.41089e-05
-2.02129e-05,7.85391e-07,1.94276e-05,2.13436,1.54748e-05,-0.903037,2.30599,2.23582,2.02279e-05,7.89823e-07,1.944e-05
-1.9902e-05,7.74127e-07,1.91279e-05,2.14506,1.51453e-05,-0.867422,2.21983,2.27636,1.99569e-05,7.74279e-07,1.91838e-05
-2.33622e-05,4.655e-07,2.28967e-05,2.1514,1.80666e-05,-0.780003,1.51249,2.38102,2.36706e-05,6.02335e-07,2.32771e-05
-2.10585e-05,1.01004e-07,2.09576e-05,2.15295,1.65226e-05,-0.836522,1.11636,2.31457,2.11753e-05,2.15769e-07,2.10959e-05
-2.50749e-05,3.47227e-07,2.47277e-05,2.15433,1.94804e-05,-0.983551,2.29197,2.15616,2.5097e-05,3.487e-07,2.47515e-05
-1.94219e-05,3.25672e-07,1.90962e-05,2.15097,1.50714e-05,-0.658457,2.53535,2.48223,2.02273e-05,3.44883e-07,1.98829e-05
-2.41511e-05,9.55793e-07,2.31954e-05,2.14159,1.84012e-05,-0.887556,2.29357,2.2524,2.41864e-05,9.59993e-07,2.32272e-05
-1.99157e-05,1.56939e-06,1.83464e-05,2.08465,1.58094e-05,-0.832341,2.40476,2.30096,2.00352e-05,1.60288e-06,1.84403e-05
-2.02505e-05,2.36842e-06,1.78821e-05,2.05721,1.58227e-05,-0.617225,2.44621,2.53444,2.13646e-05,2.44207e-06,1.8931e-05
-2.52073e-05,3.24919e-06,2.19582e-05,2.0284,1.93915e-05,-0.874302,2.20885,2.27591,2.52645e-05,3.24931e-06,2.20216e-05
-2.34355e-05,3.75813e-06,1.96773e-05,1.99829,1.77576e-05,-0.884308,2.29027,2.25097,2.3474e-05,3.77349e-06,1.97029e-05
-1.99355e-05,4.06252e-06,1.58729e-05,1.9651,1.48749e-05,-0.675441,2.41012,2.48024,2.06631e-05,4.15388e-06,1.65173e-05
-2.49316e-05,5.68281e-06,1.92487e-05,1.93329,1.8353e-05,-0.767821,2.31962,2.38958,2.53128e-05,5.72371e-06,1.95999e-05
-2.9774e-05,7.72291e-06,2.20511e-05,1.90042,2.16406e-05,-0.940755,2.18462,2.20652,2.9774e-05,7.72382e-06,2.20516e-05
-2.41478e-05,7.10758e-06,1.70402e-05,1.8669,1.7347e-05,-0.860775,2.31269,2.26747,2.42269e-05,7.15295e-06,1.70791e-05
-2.42714e-05,8.08082e-06,1.61907e-05,1.8403,1.72899e-05,-0.802913,2.30329,2.35622,2.45067e-05,8.12412e-06,1.63902e-05
-2.27716e-05,7.3685e-06,1.5403e-05,1.81666,1.61111e-05,-0.945926,2.17009,2.20791,2.27718e-05,7.3718e-06,1.54035e-05
-2.48671e-05,9.28921e-06,1.55779e-05,1.79138,1.74775e-05,-0.687138,2.45826,2.45218,2.56945e-05,9.60783e-06,1.60868e-05
-2.51109e-05,9.93064e-06,1.51803e-05,1.76501,1.75399e-05,-0.630633,2.47236,2.53571,2.63759e-05,1.03107e-05,1.60778e-05
-2.67837e-05,1.05871e-05,1.61966e-05,1.73967,1.86101e-05,-0.835043,2.28667,2.3195,2.69365e-05,1.0627e-05,1.63129e-05
-2.01455e-05,8.89705e-06,1.12485e-05,1.71401,1.39328e-05,-0.962106,2.18616,2.17421,2.01497e-05,8.8979e-06,1.12522e-05
-2.3699e-05,1.10595e-05,1.26395e-05,1.68748,1.63234e-05,-0.709807,2.39864,2.46037,2.43502e-05,1.12814e-05,1.30804e-05
-2.72041e-05,1.27092e-05,1.44948e-05,1.66376,1.86804e-05,-0.998497,2.11651,2.16648,2.72482e-05,1.27537e-05,1.4503e-05
-2.12268e-05,1.02649e-05,1.0962e-05,1.64916,1.45527e-05,-0.718183,2.43476,2.41272,2.17678e-05,1.05544e-05,1.12148e-05
-2.19303e-05,1.07363e-05,1.1194e-05,1.65165,1.50389e-05,-0.729027,2.40407,2.42069,2.24352e-05,1.09638e-05,1.14722e-05
-2.80715e-05,1.31668e-05,1.49048e-05,1.67231,1.92961e-05,-0.750963,2.35475,2.42192,2.85894e-05,1.33261e-05,1.52795e-05
-2.23555e-05,9.77459e-06,1.25809e-05,1.69919,1.54245e-05,-0.922809,2.20834,2.2269,2.23595e-05,9.77493e-06,1.25855e-05
-2.81329e-05,1.17849e-05,1.6348e-05,1.72596,1.94974e-05,-0.777399,2.35621,2.36993,2.85164e-05,1.19302e-05,1.6587e-05
-2.80138e-05,1.10126e-05,1.70011e-05,1.74969,1.95038e-05,-1.00604,2.12734,2.14087,2.8072e-05,1.10417e-05,1.70309e-05
-2.31317e-05,8.85685e-06,1.42748e-05,1.77044,1.6177e-05,-0.7504,2.4052,2.38247,2.3561e-05,9.04664e-06,1.45158e-05
-2.32918e-05,8.81127e-06,1.44805e-05,1.78813,1.63571e-05,-0.930057,2.1973,2.2202,2.32933e-05,8.8113e-06,1.44835e-05
-2.68623e-05,9.62341e-06,1.7239e-05,1.79916,1.8917e-05,-0.809093,2.32027,2.33931,2.70998e-05,9.69343e-06,1.74076e-05
-2.78701e-05,9.76739e-06,1.81028e-05,1.79931,1.96275e-05,-0.889122,2.21935,2.2703,2.79085e-05,9.76921e-06,1.81476e-05
-2.48614e-05,8.95252e-06,1.59089e-05,1.78723,1.74556e-05,-0.940407,2.20916,2.1967,2.48614e-05,8.95289e-06,1.5909e-05
-2.45407e-05,9.57987e-06,1.49608e-05,1.76788,1.71526e-05,-0.87395,2.2705,2.26581,2.4597e-05,9.60372e-06,1.49933e-05
-2.44411e-05,9.75246e-06,1.46887e-05,1.74874,1.70132e-05,-0.873816,2.23556,2.28909,2.44974e-05,9.75863e-06,1.47472e-05
-2.62247e-05,1.06572e-05,1.55675e-05,1.73424,1.82028e-05,-0.986641,2.16518,2.14796,2.62514e-05,1.06637e-05,1.55886e-05
-2.40456e-05,1.0457e-05,1.35886e-05,1.72788,1.66705e-05,-0.771813,2.35288,2.38272,2.43964e-05,1.05804e-05,1.38187e-05
-2.5849e-05,1.07575e-05,1.50916e-05,1.73201,1.79345e-05,-0.770375,2.32366,2.40466,2.62326e-05,1.08402e-05,1.54132e-05
-2.25956e-05,8.82757e-06,1.3768e-05,1.74405,1.57136e-05,-0.785441,2.37832,2.34185,2.28739e-05,8.96981e-06,1.39077e-05
-2.10706e-05,8.39503e-06,1.26756e-05,1.76103,1.47049e-05,-0.830489,2.29932,2.31889,2.12013e-05,8.4366e-06,1.27657e-05
-2.22333e-05,8.41668e-06,1.38166e-05,1.78133,1.55882e-05,-0.686695,2.41271,2.48016,2.29756e-05,8.61075e-06,1.43772e-05
-2.69347e-05,9.27106e-06,1.76637e-05,1.80562,1.89999e-05,-0.749473,2.36911,2.40412,2.74396e-05,9.40522e-06,1.80381e-05
-2.42769e-05,7.87486e-06,1.6402e-05,1.8336,1.72592e-05,-0.81528,2.3325,2.32334,2.44719e-05,7.9445e-06,1.65276e-05
-2.19632e-05,6.82267e-06,1.51406e-05,1.86342,1.57596e-05,-0.74899,2.39292,2.39245,2.2377e-05,6.95164e-06,1.54253e-05
-2.25401e-05,6.30941e-06,1.62306e-05,1.89264,1.63364e-05,-0.781719,2.30472,2.38107,2.28312e-05,6.34417e-06,1.65004e-05
-2.46092e-05,5.8136e-06,1.87956e-05,1.9217,1.80321e-05,-0.794306,2.36591,2.3415,2.48786e-05,5.89454e-06,1.89854e-05
-2.3172e-05,5.06754e-06,1.81045e-05,1.95087,1.71831e-05,-0.87857,2.2719,2.26054,2.32181e-05,5.08067e-06,1.81377e-05
-1.75582e-05,3.72548e-06,1.38328e-05,1.97714,1.31724e-05,-0.617072,2.42064,2.5514,1.85252e-05,3.81804e-06,1.47331e-05
-2.48477e-05,4.25758e-06,2.05901e-05,1.99553,1.88026e-05,-0.744803,2.38071,2.4001,2.53367e-05,4.32806e-06,2.10093e-05
-1.87759e-05,2.91916e-06,1.58568e-05,2.00477,1.4272e-05,-0.723147,2.35242,2.43041,1.9233e-05,2.9534e-06,1.62872e-05
-2.38408e-05,3.77598e-06,2.00648e-05,2.00723,1.81439e-05,-0.908434,2.1844,2.24232,2.38539e-05,3.77644e-06,2.00828e-05
-2.27961e-05,3.51649e-06,1.92796e-05,2.00656,1.73432e-05,-0.865397,2.31742,2.26865,2.28625e-05,3.54088e-06,1.93251e-05
-2.18904e-05,3.80679e-06,1.80835e-05,2.00543,1.66447e-05,-0.917946,2.26778,2.21434,2.18965e-05,3.81555e-06,1.80854e-05
-2.00074e-05,3.29415e-06,1.67132e-05,2.00508,1.52104e-05,-0.757228,2.28155,2.40424,2.03523e-05,3.30513e-06,1.7068e-05
-2.82184e-05,4.35378e-06,2.38647e-05,2.00641,2.14668e-05,-0.834718,2.28757,2.31039,2.83804e-05,4.37053e-06,2.40108e-05
-1.44407e-05,2.61418e-06,1.18265e-05,2.00861,1.09975e-05,-0.884544,2.2779,2.25244,1.44642e-05,2.62213e-06,1.18428e-05
-2.48733e-05,3.87605e-06,2.09972e-05,2.00692,1.89268e-05,-0.686778,2.37847,2.46861,2.57032e-05,3.93861e-06,2.17782e-05
-2.54119e-05,4.27328e-06,2.11386e-05,1.9982,1.92544e-05,-0.976814,2.17399,2.16292,2.54277e-05,4.27472e-06,2.11532e-05
-1.90235e-05,3.66122e-06,1.53623e-05,1.98397,1.43168e-05,-0.897282,2.22878,2.24801,1.90422e-05,3.66274e-06,1.538e-05
-2.65128e-05,5.14891e-06,2.13639e-05,1.96805,1.98086e-05,-0.785846,2.31478,2.36554,2.68377e-05,5.18301e-06,2.16601e-05
-2.18853e-05,4.67208e-06,1.72133e-05,1.95438,1.62534e-05,-0.853787,2.31316,2.2809,2.197e-05,4.70215e-06,1.72698e-05
-2.58853e-05,5.93548e-06,1.99498e-05,1.9473,1.9166e-05,-0.616808,2.46064,2.54337,2.73132e-05,6.14297e-06,2.11866e-05
-2.80523e-05,6.04748e-06,2.20048e-05,1.94987,2.07931e-05,-0.948651,2.21722,2.18627,2.8053e-05,6.04838e-06,2.20069e-05
-1.76725e-05,3.94578e-06,1.37267e-05,1.96214,1.31691e-05,-0.567974,2.52922,2.58611,1.8982e-05,4.16971e-06,1.48175e-05
-2.23896e-05,3.78561e-06,1.8604e-05,1.98107,1.68274e-05,-0.824616,2.24004,2.33249,2.25436e-05,3.78865e-06,1.87685e-05
-2.19091e-05,3.64239e-06,1.82667e-05,1.99892,1.66061e-05,-0.95109,2.23602,2.18142,2.19101e-05,3.64476e-06,1.82699e-05
-2.23632e-05,3.54262e-06,1.88205e-05,2.01114,1.70525e-05,-0.787845,2.26581,2.37008,2.26301e-05,3.55031e-06,1.90961e-05
-3.00667e-05,4.09054e-06,2.59761e-05,2.0209,2.30402e-05,-0.908982,2.24151,2.23121,3.00827e-05,4.09407e-06,2.59888e-05
-2.72167e-05,3.5559e-06,2.36608e-05,2.03168,2.09733e-05,-0.819648,2.33942,2.31931,2.74204e-05,3.59074e-06,2.38302e-05
-2.41176e-05,3.00606e-06,2.11114e-05,2.04282,1.86957e-05,-0.934424,2.13623,2.21728,2.41182e-05,3.01218e-06,2.11146e-05
-2.3215e-05,2.4645e-06,2.07505e-05,2.05437,1.81102e-05,-0.714005,2.3859,2.43249,2.38295e-05,2.50771e-06,2.13242e-05
-2.45502e-05,2.39911e-06,2.21511e-05,2.06821,1.93021e-05,-0.77623,2.32361,2.36985,2.48897e-05,2.41756e-06,2.24745e-05
-2.18763e-05,1.57871e-06,2.02975e-05,2.08186,1.7337e-05,-0.863503,2.21409,2.28305,2.19432e-05,1.57886e-06,2.03677e-05
-2.09774e-05,1.71047e-06,1.9267e-05,2.08146,1.66207e-05,-0.986069,2.23422,2.14855,2.09982e-05,1.71148e-06,1.92925e-05
-2.34917e-05,2.38982e-06,2.11018e-05,2.07331,1.85242e-05,-0.717682,2.40599,2.42593,2.40931e-05,2.44143e-06,2.16521e-05
-1.97909e-05,1.11318e-06,1.86777e-05,2.09643,1.58224e-05,-0.907849,1.90847,2.2536,1.98022e-05,1.16222e-06,1.87045e-05
-1.91539e-05,4.87711e-07,1.86661e-05,2.13137,1.48936e-05,-0.858647,2.64989,2.27256,1.92199e-05,5.41602e-07,1.87154e-05
-1.75899e-05,9.71699e-07,1.66182e-05,2.13002,1.32698e-05,-0.950098,2.46392,2.1752,1.75905e-05,1.00655e-06,1.66233e-05
-2.14735e-05,1.45106e-06,2.00224e-05,2.08932,1.70938e-05,-0.742073,2.20615,2.41313,2.19081e-05,1.45109e-06,2.04859e-05
-2.51215e-05,2.56201e-06,2.25594e-05,2.05461,1.96001e-05,-1.0071,2.01914,2.14776,2.51755e-05,2.6045e-06,2.25903e-05
-1.37707e-05,2.54001e-06,1.12307e-05,2.00924,1.04906e-05,-0.926824,2.22746,2.2119,1.37722e-05,2.54097e-06,1.12315e-05
-2.41376e-05,5.28429e-06,1.88533e-05,1.95351,1.79193e-05,-0.910457,2.15035,2.25375,2.41493e-05,5.29081e-06,1.88806e-05
-2.11075e-05,5.3576e-06,1.57499e-05,1.89057,1.52868e-05,-0.941733,2.19737,2.2007,2.11075e-05,5.35762e-06,1.57499e-05
-2.51812e-05,8.491e-06,1.66902e-05,1.83077,1.78873e-05,-0.862265,2.27888,2.27956,2.52607e-05,8.51748e-06,1.67432e-05
