i,X1,Y1,X2,Y2,X3,Y3,DC1,DC2,DC3
837,-0.0000016128,0.0000023261,0.0000000120,-0.0000001240,0.0000026363,-0.0000022826,0.3279517444,0.0055347867,0.5503643997
838,-0.0000004627,0.0000009973,0.0000000607,-0.0000001336,0.0000015597,-0.0000000911,0.3281097667,0.0055358492,0.5501917303
839,0.0000003815,0.0000023027,0.0000001342,-0.0000001284,-0.0000004503,-0.0000019659,0.3283441686,0.0055394742,0.5499288767
840,-0.0000008616,0.0000028244,0.0000000082,-0.0000001011,0.0000015380,-0.0000030253,0.3285033287,0.0055427118,0.5497452334
841,-0.0000027484,0.0000004513,-0.0000000232,-0.0000002279,0.0000036952,-0.0000024084,0.3284526715,0.0055411555,0.5498056209
842,-0.0000028716,0.0000031241,0.0000000134,-0.0000001692,0.0000040790,-0.0000025947,0.3285523043,0.0055449744,0.5496713537
843,-0.0000007523,0.0000026619,0.0000001022,-0.0000001148,0.0000014139,-0.0000023126,0.3288153165,0.0055477369,0.5493814779
844,-0.0000002802,0.0000042902,0.0000001008,-0.0000001548,0.0000009039,-0.0000053303,0.3290554942,0.0055560996,0.5491355412
845,0.0000000203,0.0000014283,0.0000000395,-0.0000002916,0.0000001336,-0.0000013000,0.3291504014,0.0055567621,0.5490440571
846,0.0000014231,0.0000031703,0.0000000500,-0.0000001678,-0.0000016527,-0.0000051543,0.3288279121,0.0055457806,0.5494435089
847,0.0000003210,0.0000038327,0.0000000057,-0.0000002246,0.0000004962,-0.0000037131,0.3245019690,0.0054475100,0.5542602594
848,-0.0000010553,0.0000018403,0.0000000428,-0.0000002418,0.0000011658,-0.0000018904,0.3247297074,0.0054505913,0.5539564975
849,0.0000015769,0.0000044033,0.0000000276,-0.0000001346,-0.0000003081,-0.0000041506,0.3246629105,0.0054545851,0.5540813907
850,-0.0000010290,0.0000027705,-0.0000000256,-0.0000002528,0.0000017763,-0.0000030792,0.3200145531,0.0053918339,0.5592758516
851,-0.0000002424,0.0000033138,0.0000000308,-0.0000002433,0.0000004475,-0.0000043581,0.3177215101,0.0053772024,0.5617904501
852,-0.0000012299,0.0000032718,0.0000000634,-0.0000002492,0.0000007288,-0.0000047954,0.3173465570,0.0053736273,0.5621485000
853,-0.0000001720,0.0000042126,0.0000000150,-0.0000002581,0.0000014424,-0.0000047389,0.3173241414,0.0053761774,0.5621953638
854,0.0000004912,0.0000033863,-0.0000000059,-0.0000001829,0.0000008472,-0.0000053461,0.3170841824,0.0053697398,0.5625224170
855,-0.0000007342,0.0000032345,0.0000000289,-0.0000001843,0.0000015792,-0.0000033200,0.3166696426,0.0053758211,0.5630014667
856,-0.0000000985,0.0000028844,0.0000000269,-0.0000001759,0.0000007254,-0.0000039136,0.3161993385,0.0053738961,0.5634942962
857,0.0000000007,0.0000030271,0.0000000664,-0.0000001384,0.0000007007,-0.0000038860,0.3155873145,0.0053692648,0.5642268255
858,-0.0000014764,0.0000010105,0.0000000670,-0.0000002346,0.0000034442,0.0000003355,0.3149450737,0.0053764899,0.5649454626
859,-0.0000026356,0.0000023530,0.0000000759,-0.0000002481,0.0000034362,-0.0000032353,0.3143624288,0.0053780899,0.5655523426
860,-0.0000017208,0.0000042863,0.0000000300,-0.0000002395,0.0000033650,-0.0000043067,0.3137726829,0.0053751711,0.5662280779
861,-0.0000017574,0.0000033398,0.0000000503,-0.0000002531,0.0000020030,-0.0000037761,0.3131387995,0.0053832963,0.5669431529
862,-0.0000022078,0.0000043327,0.0000000265,-0.0000003404,0.0000037163,-0.0000049711,0.3123737538,0.0053900777,0.5677995192
863,-0.0000012138,0.0000033777,0.0000000163,-0.0000002780,0.0000037982,-0.0000027089,0.3114673506,0.0054001278,0.5688063885
864,-0.0000006701,0.0000041068,-0.0000000577,-0.0000002900,0.0000003217,-0.0000047474,0.3105611287,0.0054128781,0.5697771991
865,-0.0000000871,0.0000029930,0.0000000026,-0.0000003215,0.0000010076,-0.0000033475,0.3098251684,0.0054164532,0.5705866391
866,-0.0000000934,0.0000042395,-0.0000000231,-0.0000003326,-0.0000009530,-0.0000050650,0.3092797037,0.0054291659,0.5711341941
867,-0.0000006991,0.0000027053,0.0000000485,-0.0000003055,0.0000021876,-0.0000034302,0.3087638120,0.0054384536,0.5716137125
868,-0.0000006370,0.0000026427,0.0000000315,-0.0000002543,0.0000020321,-0.0000032223,0.3085263784,0.0054382098,0.5718791847
869,0.0000007872,0.0000020591,-0.0000000215,-0.0000002238,-0.0000002196,-0.0000022119,0.3086162286,0.0054389911,0.5717850258
870,-0.0000017231,0.0000029943,0.0000000626,-0.0000002719,0.0000022177,-0.0000031052,0.3089034068,0.0054357410,0.5714929065
871,-0.0000016243,0.0000033393,0.0000001310,-0.0000002991,0.0000025504,-0.0000053524,0.3092828854,0.0054238283,0.5711245576
872,-0.0000023622,0.0000016696,0.0000000490,-0.0000002343,0.0000024589,-0.0000015566,0.3097670539,0.0054176344,0.5706471953
873,-0.0000011028,0.0000031313,0.0000000658,-0.0000002746,0.0000020164,-0.0000047132,0.3106285695,0.0054093280,0.5697158305
874,-0.0000015774,0.0000027095,0.0000000857,-0.0000002700,0.0000021078,-0.0000034139,0.3117953720,0.0053957465,0.5684687365
875,-0.0000015225,0.0000047271,0.0000000520,-0.0000003064,0.0000012590,-0.0000050286,0.3128998594,0.0053808462,0.5672115309
876,-0.0000002435,0.0000067303,0.0000001047,-0.0000002407,0.0000005824,-0.0000075119,0.3140455840,0.0053724586,0.5659444452
877,-0.0000004744,0.0000036382,0.0000000569,-0.0000003332,0.0000014572,-0.0000034318,0.3151350193,0.0053686085,0.5647881166
878,-0.0000003246,0.0000035132,0.0000000056,-0.0000002513,-0.0000001770,-0.0000031850,0.3162293678,0.0053718961,0.5635470406
879,-0.0000005411,0.0000053723,0.0000000480,-0.0000002157,0.0000027025,-0.0000062057,0.3172859797,0.0053693835,0.5623036649
880,-0.0000006921,0.0000043732,0.0000000061,-0.0000002530,0.0000011040,-0.0000032856,0.3182617427,0.0053710648,0.5612738043
881,-0.0000012498,0.0000022650,0.0000000691,-0.0000001774,0.0000017437,-0.0000033192,0.3192189468,0.0053828275,0.5602870017
882,-0.0000006145,0.0000045272,-0.0000000248,-0.0000002229,0.0000012986,-0.0000075366,0.3201217558,0.0053869838,0.5592930185
883,0.0000004978,0.0000022121,-0.0000000000,-0.0000002026,-0.0000002021,-0.0000022792,0.3211289044,0.0053981778,0.5581173232
884,-0.0000004351,0.0000029950,0.0000000199,-0.0000002330,0.0000012234,-0.0000046715,0.3216742753,0.0054007466,0.5574751344
885,-0.0000017416,0.0000034105,0.0000000576,-0.0000001939,0.0000038054,-0.0000046565,0.3219535461,0.0054032342,0.5571955762
886,-0.0000016627,0.0000030544,0.0000000828,-0.0000002048,0.0000025995,-0.0000035016,0.3221734272,0.0054057467,0.5569495083
887,-0.0000019272,0.0000037464,0.0000000627,-0.0000001763,0.0000036555,-0.0000052357,0.3212943966,0.0053996091,0.5578765797
888,-0.0000031591,0.0000029097,0.0000000475,-0.0000001613,0.0000040905,-0.0000039681,0.3201477469,0.0053839275,0.5591887357
889,-0.0000001820,0.0000022182,0.0000000697,-0.0000001784,0.0000005419,-0.0000011690,0.3199799420,0.0053802462,0.5594312040
890,-0.0000007715,0.0000038882,-0.0000000069,-0.0000001841,0.0000022437,-0.0000046064,0.3206636324,0.0053866213,0.5586346501
891,-0.0000030289,0.0000000638,0.0000000869,-0.0000002612,0.0000030121,-0.0000016458,0.3217503611,0.0054008279,0.5574309078
892,-0.0000005116,-0.0000000386,0.0000001124,-0.0000002323,0.0000013162,-0.0000011739,0.3223448827,0.0054061405,0.5567273504
893,-0.0000012672,0.0000034357,0.0000000669,-0.0000001286,0.0000036125,-0.0000047389,0.3223792188,0.0054088593,0.5567045028
894,-0.0000022790,0.0000030829,0.0000000435,-0.0000001584,0.0000019465,-0.0000030607,0.3223863198,0.0054103468,0.5567746767
895,-0.0000036589,0.0000069461,0.0000000910,-0.0000001314,0.0000049871,-0.0000073624,0.3230273167,0.0054202720,0.5560461844
896,-0.0000012099,0.0000010705,0.0000000504,-0.0000001776,0.0000013022,-0.0000027720,0.3231543847,0.0054225595,0.5558971313
897,0.0000001144,0.0000057011,0.0000000456,-0.0000001119,0.0000013698,-0.0000062664,0.3232024977,0.0054268034,0.5558527610
898,-0.0000014353,0.0000031846,0.0000000393,-0.0000001852,0.0000006893,-0.0000041153,0.3231750376,0.0054262221,0.5558556794
899,-0.0000020338,0.0000023979,-0.0000000133,-0.0000002346,0.0000028180,-0.0000034147,0.3227509964,0.0054228533,0.5563151812
900,-0.0000031543,0.0000036423,-0.0000000245,-0.0000001474,0.0000021693,-0.0000035665,0.3207827930,0.0053939340,0.5584377771
901,-0.0000026910,0.0000052696,0.0000000423,-0.0000002393,0.0000019521,-0.0000056413,0.3188289167,0.0053757774,0.5606499760
902,-0.0000016530,0.0000036377,-0.0000000912,-0.0000002757,0.0000004781,-0.0000053189,0.3177176658,0.0053708523,0.5618507562
903,-0.0000008289,0.0000039176,0.0000000066,-0.0000002477,0.0000016687,-0.0000054225,0.3169106141,0.0053701210,0.5627162716
904,-0.0000007743,0.0000048060,-0.0000000101,-0.0000002905,0.0000010878,-0.0000065873,0.3159358200,0.0053676210,0.5638284174
905,-0.0000017404,0.0000028101,0.0000000583,-0.0000003054,0.0000023841,-0.0000029231,0.3146214404,0.0053731961,0.5653003441
906,-0.0000010536,0.0000030027,-0.0000000126,-0.0000002827,0.0000011369,-0.0000039280,0.3131498823,0.0053810212,0.5669633257
907,-0.0000006210,0.0000028113,0.0000000423,-0.0000002716,0.0000018256,-0.0000049895,0.3117787759,0.0053942340,0.5684842411
908,-0.0000003627,0.0000026839,0.0000000751,-0.0000002377,0.0000015348,-0.0000055211,0.3105785687,0.0054109843,0.5697857669
909,-0.0000025607,0.0000041875,0.0000000840,-0.0000002577,0.0000026968,-0.0000050837,0.3095983363,0.0054182719,0.5708603166
910,-0.0000005352,0.0000037718,0.0000000731,-0.0000002264,0.0000018896,-0.0000041663,0.3089122705,0.0054244158,0.5715856842
911,-0.0000002558,0.0000024965,0.0000000916,-0.0000002755,0.0000024437,-0.0000041603,0.3084076554,0.0054386286,0.5721109791
912,-0.0000008310,0.0000041300,0.0000000479,-0.0000003508,0.0000020476,-0.0000056529,0.3077180266,0.0054516038,0.5728860352
913,-0.0000020569,0.0000036330,0.0000001204,-0.0000003307,0.0000033144,-0.0000052538,0.3071799130,0.0054619040,0.5734860347
914,-0.0000020134,0.0000017620,0.0000000540,-0.0000002319,0.0000022100,-0.0000028280,0.3068495413,0.0054693354,0.5739014661
915,-0.0000011895,0.0000023247,0.0000001010,-0.0000002952,0.0000026767,-0.0000028104,0.3066267973,0.0054728730,0.5741447156
916,-0.0000027529,0.0000030817,0.0000000870,-0.0000003492,0.0000043094,-0.0000032937,0.3065548934,0.0054714542,0.5742012972
917,-0.0000032596,0.0000035141,0.0000000934,-0.0000003016,0.0000035545,-0.0000044793,0.3062796232,0.0054776043,0.5745328561
918,-0.0000004116,0.0000040118,0.0000000184,-0.0000004385,0.0000024764,-0.0000050438,0.3050036303,0.0055108987,0.5759071681
919,-0.0000012579,0.0000045156,0.0000001358,-0.0000003568,0.0000016433,-0.0000051735,0.3055538518,0.0054951672,0.5753062562
920,-0.0000010139,0.0000045394,0.0000001034,-0.0000003371,0.0000005417,-0.0000052877,0.3074383621,0.0054604415,0.5732445163
921,-0.0000010384,0.0000044868,0.0000000285,-0.0000003820,0.0000020223,-0.0000041672,0.3089233158,0.0054360723,0.5716357977
922,-0.0000015823,0.0000050784,0.0000000808,-0.0000003344,0.0000011933,-0.0000042023,0.3096575759,0.0054190657,0.5708555609
923,-0.0000010182,0.0000049426,0.0000000777,-0.0000002541,0.0000003596,-0.0000055745,0.3101060018,0.0054139906,0.5703988963
924,-0.0000011964,0.0000054713,0.0000000852,-0.0000003347,0.0000006338,-0.0000067851,0.3109847386,0.0054051654,0.5694496710
925,0.0000002047,0.0000050109,-0.0000000172,-0.0000002915,0.0000015179,-0.0000066384,0.3120753053,0.0053945840,0.5681837164
926,-0.0000000647,0.0000039760,0.0000000456,-0.0000001937,0.0000007421,-0.0000065960,0.3129562924,0.0053807275,0.5671580990
927,0.0000002315,0.0000027480,0.0000000469,-0.0000002047,0.0000001085,-0.0000038502,0.3132447957,0.0053837213,0.5668656922
928,-0.0000014246,0.0000026741,0.0000000960,-0.0000002213,0.0000021957,-0.0000037450,0.3135081830,0.0053821275,0.5665625991
929,-0.0000021950,0.0000039130,0.0000000402,-0.0000002163,0.0000030308,-0.0000043233,0.3141199070,0.0053787212,0.5659749295
930,-0.0000016053,0.0000024719,0.0000000453,-0.0000002693,0.0000018904,-0.0000011220,0.3142224527,0.0053756149,0.5658648598
931,-0.0000013472,0.0000021567,0.0000001064,-0.0000002647,0.0000025492,-0.0000029049,0.3137425536,0.0053794275,0.5663790871
932,-0.0000009463,0.0000045417,0.0000000710,-0.0000002937,0.0000023022,-0.0000047268,0.3131418687,0.0053807962,0.5669915040
933,-0.0000018051,0.0000038745,0.0000001064,-0.0000002723,0.0000032324,-0.0000052334,0.3121809453,0.0053890589,0.5680515053
934,-0.0000002498,0.0000034726,0.0000000906,-0.0000002861,0.0000014857,-0.0000053256,0.3106734821,0.0054038529,0.5696895833
935,0.0000000273,0.0000030392,0.0000000260,-0.0000002134,0.0000012126,-0.0000031028,0.3091580553,0.0054276971,0.5713502340
936,-0.0000013832,0.0000044496,0.0000000526,-0.0000002317,0.0000011553,-0.0000042632,0.3079718000,0.0054443537,0.5726413359
937,-0.0000017560,0.0000031386,0.0000001327,-0.0000003013,0.0000038901,-0.0000020799,0.3069617384,0.0054654541,0.5737521193
938,-0.0000000393,0.0000031337,0.0000000728,-0.0000003250,0.0000008865,-0.0000050185,0.3061750522,0.0054754918,0.5746488689
939,-0.0000009034,0.0000026096,0.0000000565,-0.0000003265,0.0000004644,-0.0000038570,0.3055846312,0.0054939484,0.5752561552
940,-0.0000001780,0.0000028419,0.0000000138,-0.0000003002,0.0000004595,-0.0000036751,0.3050613759,0.0055061986,0.5758889637
941,-0.0000006253,0.0000020747,0.0000000660,-0.0000002651,0.0000010611,-0.0000024596,0.3045141111,0.0055166988,0.5763911798
942,0.0000002904,0.0000039352,0.0000001204,-0.0000003949,0.0000019814,-0.0000036570,0.3039702529,0.0055340179,0.5769683379
943,-0.0000012056,0.0000026896,0.0000001006,-0.0000003245,0.0000028172,-0.0000031347,0.3035425549,0.0055414055,0.5773935308
944,-0.0000001024,0.0000027894,0.0000001047,-0.0000002836,0.0000004210,-0.0000038396,0.3033370008,0.0055514182,0.5775435463
945,-0.0000021258,0.0000021346,0.0000001421,-0.0000002472,0.0000030606,-0.0000036648,0.3034982987,0.0055439181,0.5773744016
946,-0.0000028657,0.0000054257,0.0000001203,-0.0000004331,0.0000036155,-0.0000057425,0.3038923294,0.0055329991,0.5769938665
947,-0.0000016790,0.0000047330,0.0000000716,-0.0000003439,0.0000024859,-0.0000061293,0.3041841019,0.0055231614,0.5766777434
948,-0.0000014150,0.0000057221,0.0000001291,-0.0000003962,0.0000022810,-0.0000074122,0.3043407428,0.0055143800,0.5765364083
949,-0.0000014304,0.0000039276,0.0000001046,-0.0000003942,0.0000018717,-0.0000049027,0.3044949646,0.0055103924,0.5765004933
950,-0.0000018812,0.0000053351,0.0000000801,-0.0000003374,0.0000029239,-0.0000062257,0.3044732865,0.0055150675,0.5764879946
951,-0.0000017144,0.0000045132,0.0000000826,-0.0000003567,-0.0000011189,-0.0000042446,0.3044457889,0.0055193864,0.5764953126
952,-0.0000013516,0.0000034803,0.0000000917,-0.0000003296,0.0000014519,-0.0000051362,0.3043472187,0.0055211239,0.5765628430
953,-0.0000014979,0.0000053426,0.0000000907,-0.0000004005,0.0000019300,-0.0000072255,0.3040742051,0.0055306803,0.5768740853
954,-0.0000017847,0.0000030565,0.0000000682,-0.0000002907,0.0000012054,-0.0000052916,0.3037362448,0.0055425368,0.5772330664
955,-0.0000027272,0.0000036379,0.0000001251,-0.0000003252,0.0000029306,-0.0000036990,0.3025821003,0.0055723811,0.5784386836
956,-0.0000002160,0.0000038454,0.0000000658,-0.0000003906,0.0000013618,-0.0000028743,0.3019041232,0.0055942378,0.5791496715
957,-0.0000025316,0.0000025916,0.0000001379,-0.0000003374,0.0000031196,-0.0000026492,0.3020460683,0.0055887939,0.5790159917
958,-0.0000019342,0.0000035077,0.0000001696,-0.0000002921,0.0000026478,-0.0000034817,0.3021499767,0.0055876752,0.5788783374
959,-0.0000015929,0.0000033250,0.0000000988,-0.0000003351,0.0000026045,-0.0000046230,0.3020371670,0.0055914440,0.5790430951
960,-0.0000017194,0.0000044060,0.0000000929,-0.0000004380,0.0000038855,-0.0000050172,0.3019127182,0.0055894439,0.5791408599
961,-0.0000021049,0.0000038357,0.0000000820,-0.0000003312,0.0000025313,-0.0000049352,0.3016142010,0.0056039692,0.5794302108
962,-0.0000013757,0.0000043777,0.0000001003,-0.0000004555,0.0000027907,-0.0000043497,0.3012654517,0.0056129631,0.5798334372
963,-0.0000005045,0.0000038423,0.0000000166,-0.0000004114,0.0000008449,-0.0000048449,0.3009110828,0.0056277009,0.5801598029
964,-0.0000013258,0.0000035725,0.0000001468,-0.0000003832,0.0000017217,-0.0000046155,0.3002770306,0.0056508264,0.5808142092
965,-0.0000018522,0.0000042507,0.0000001200,-0.0000003696,0.0000022853,-0.0000054920,0.2996771583,0.0056705517,0.5814554794
966,-0.0000018385,0.0000053868,0.0000001084,-0.0000004952,0.0000042107,-0.0000070876,0.2992273447,0.0056875833,0.5819630886
967,0.0000006989,0.0000020021,0.0000000976,-0.0000002983,0.0000000365,-0.0000016499,0.2987679610,0.0057055462,0.5824652484
968,0.0000007487,0.0000036173,0.0000000112,-0.0000004475,-0.0000002727,-0.0000037051,0.2984538041,0.0057163776,0.5828128119
969,-0.0000012681,0.0000024773,0.0000000966,-0.0000003364,0.0000009690,-0.0000035762,0.2982883182,0.0057246965,0.5829578280
970,-0.0000001452,0.0000042937,0.0000000773,-0.0000003566,0.0000006416,-0.0000047277,0.2982931063,0.0057217902,0.5828985717
971,-0.0000005092,0.0000044732,0.0000000960,-0.0000004270,0.0000008439,-0.0000054869,0.2983110339,0.0057248528,0.5828710371
972,0.0000002756,0.0000043418,0.0000000008,-0.0000003173,0.0000010990,-0.0000059023,0.2984491784,0.0057197964,0.5827157971
973,-0.0000011322,0.0000030873,0.0000000938,-0.0000003016,0.0000028962,-0.0000043185,0.2985861353,0.0057144776,0.5825623070
974,-0.0000019158,0.0000027621,0.0000001642,-0.0000003070,0.0000030344,-0.0000036599,0.2989630011,0.0056947022,0.5821820156
975,-0.0000006906,0.0000025121,0.0000000698,-0.0000003647,0.0000011035,-0.0000027952,0.2995962656,0.0056741018,0.5815553627
976,-0.0000025194,0.0000027886,0.0000001450,-0.0000003174,0.0000031971,-0.0000030987,0.2994598776,0.0056772769,0.5816852178
977,-0.0000027687,0.0000042426,0.0000002362,-0.0000003890,0.0000039716,-0.0000056417,0.2982505253,0.0057217840,0.5828984967
978,-0.0000021225,0.0000055488,0.0000001210,-0.0000005208,0.0000027265,-0.0000053954,0.2971138833,0.0057720724,0.5842007100
979,-0.0000013792,0.0000038154,0.0000001561,-0.0000004314,0.0000020456,-0.0000045834,0.2960129464,0.0058200671,0.5854209757
980,-0.0000024719,0.0000047554,0.0000001953,-0.0000004418,0.0000034120,-0.0000037798,0.2947768216,0.0058767807,0.5867775395
981,-0.0000029871,0.0000037672,0.0000002559,-0.0000004024,0.0000028350,-0.0000045666,0.2931008909,0.0059610385,0.5885779755
982,-0.0000012969,0.0000044126,0.0000001458,-0.0000004477,0.0000010829,-0.0000046164,0.2909770156,0.0060673343,0.5908070166
983,-0.0000024528,0.0000042182,0.0000001661,-0.0000006066,0.0000034262,-0.0000051324,0.2880725111,0.0062391688,0.5937867475
984,-0.0000007918,0.0000045103,0.0000001639,-0.0000005225,0.0000018147,-0.0000050278,0.2848658077,0.0064553042,0.5971362585
985,-0.0000007813,0.0000048438,0.0000001353,-0.0000006253,0.0000015393,-0.0000054785,0.2815317613,0.0067046589,0.6004558476
986,-0.0000012601,0.0000055002,0.0000001384,-0.0000007293,0.0000021464,-0.0000050528,0.2785034456,0.0069497573,0.6035575845
987,-0.0000019947,0.0000030816,0.0000002918,-0.0000005562,0.0000021217,-0.0000045607,0.2758547023,0.0071859556,0.6063913809
988,-0.0000021705,0.0000045014,0.0000002545,-0.0000007002,0.0000013586,-0.0000046891,0.2734850423,0.0073939533,0.6088143016
989,-0.0000005330,0.0000042144,0.0000001574,-0.0000007263,0.0000013402,-0.0000028723,0.2715871614,0.0075794443,0.6106999974
990,-0.0000015757,0.0000031767,0.0000001883,-0.0000005496,0.0000028035,-0.0000039133,0.2704084698,0.0076963465,0.6118797549
991,0.0000005694,0.0000032405,-0.0000000089,-0.0000006169,0.0000014820,-0.0000032983,0.2698714689,0.0077552789,0.6123907200
992,-0.0000020096,0.0000032323,0.0000002353,-0.0000006388,0.0000022527,-0.0000043744,0.2697877883,0.0077657541,0.6124578692
993,-0.0000000394,0.0000029654,0.0000000165,-0.0000006290,0.0000001494,-0.0000030881,0.2698069660,0.0077636728,0.6124312782
994,-0.0000011192,0.0000025338,0.0000001397,-0.0000005426,0.0000016843,-0.0000035460,0.2700499066,0.0077316909,0.6121765362
995,-0.0000014432,0.0000035953,0.0000002037,-0.0000005987,0.0000023672,-0.0000038077,0.2707500993,0.0076598646,0.6114553494
996,-0.0000028541,0.0000024587,0.0000003677,-0.0000005998,0.0000028253,-0.0000029137,0.2713213364,0.0076004759,0.6109390161
997,-0.0000013996,0.0000044726,0.0000001819,-0.0000007264,0.0000014153,-0.0000048423,0.2714652192,0.0075888632,0.6107905817
998,-0.0000021665,0.0000028793,0.0000003539,-0.0000006306,0.0000042406,-0.0000032122,0.2712632907,0.0076066198,0.6110016033
999,-0.0000007428,0.0000042517,0.0000000942,-0.0000007028,0.0000019310,-0.0000038140,0.2711142758,0.0076240826,0.6111449507
1000,-0.0000017571,0.0000033888,0.0000002584,-0.0000006837,0.0000016127,-0.0000046758,0.2716301425,0.0075713129,0.6106639325
1001,-0.0000021791,0.0000025806,0.0000002955,-0.0000005513,0.0000027021,-0.0000031429,0.2725091230,0.0074809862,0.6097396045
1002,-0.0000016540,0.0000044799,0.0000001942,-0.0000008089,0.0000022036,-0.0000060942,0.2734727968,0.0073939220,0.6087658942
1003,-0.0000033175,0.0000044115,0.0000003005,-0.0000007460,0.0000041325,-0.0000048073,0.2746154021,0.0072918201,0.6076016101
1004,-0.0000019154,0.0000040080,0.0000002125,-0.0000005392,0.0000033761,-0.0000040369,0.2761842177,0.0071514237,0.6059856734
1005,-0.0000011037,0.0000049600,0.0000001487,-0.0000007479,0.0000025370,-0.0000058782,0.2779548868,0.0069988083,0.6041626898
1006,-0.0000001119,0.0000039698,-0.0000000434,-0.0000005358,0.0000010157,-0.0000049144,0.2795540066,0.0068688808,0.6025374853
1007,-0.0000013860,0.0000058646,0.0000000795,-0.0000007360,0.0000009838,-0.0000068307,0.2808604101,0.0067569599,0.6011395008
1008,-0.0000015226,0.0000040364,0.0000001984,-0.0000006250,0.0000025799,-0.0000053223,0.2821082240,0.0066594955,0.5998545107
1009,-0.0000015979,0.0000028788,0.0000001785,-0.0000004977,0.0000026471,-0.0000052172,0.2834889630,0.0065530373,0.5984873479
1010,-0.0000007151,0.0000041321,0.0000001104,-0.0000004566,0.0000010785,-0.0000033145,0.2850261554,0.0064463602,0.5969315675
1011,0.0000002240,0.0000041505,0.0000000678,-0.0000005199,0.0000005821,-0.0000035701,0.2867674953,0.0063260767,0.5951349998
1012,-0.0000040838,0.0000030178,0.0000003392,-0.0000004810,0.0000046242,-0.0000038830,0.2885381457,0.0062172559,0.5932687894
1013,-0.0000020155,0.0000037178,0.0000002226,-0.0000004766,0.0000023773,-0.0000038984,0.2904293006,0.0061029850,0.5912408023
1014,-0.0000020701,0.0000032843,0.0000001827,-0.0000004369,0.0000032486,-0.0000037472,0.2923916468,0.0059978767,0.5891971230
1015,-0.0000030859,0.0000026824,0.0000003082,-0.0000004279,0.0000031160,-0.0000039631,0.2944452622,0.0058944748,0.5870336939
1016,-0.0000020414,0.0000059172,0.0000001400,-0.0000005562,0.0000018546,-0.0000068614,0.2964903077,0.0057951479,0.5848110022
1017,-0.0000004716,0.0000041104,0.0000000322,-0.0000004750,0.0000006867,-0.0000052555,0.2984248250,0.0057074149,0.5827042546
1018,0.0000010823,0.0000040195,0.0000000305,-0.0000004621,-0.0000001633,-0.0000062957,0.2998762677,0.0056564702,0.5811539861
1019,-0.0000009818,0.0000047957,0.0000001238,-0.0000004495,0.0000023766,-0.0000052325,0.3011236629,0.0056123944,0.5798053901
1020,0.0000002751,0.0000039106,0.0000000049,-0.0000003251,0.0000014419,-0.0000047838,0.3022233621,0.0055770375,0.5786321883
1021,-0.0000008905,0.0000036400,0.0000000402,-0.0000004073,0.0000011750,-0.0000054391,0.3031313905,0.0055506370,0.5776586655
1022,-0.0000015526,0.0000032886,0.0000000648,-0.0000003443,0.0000025547,-0.0000042986,0.3039674900,0.0055248427,0.5768455196
1023,-0.0000019008,0.0000035386,0.0000000959,-0.0000002906,0.0000024173,-0.0000039797,0.3047798049,0.0055029798,0.5759516509
1024,-0.0000033513,0.0000070279,0.0000002010,-0.0000004648,0.0000033325,-0.0000080028,0.3056355696,0.0054852920,0.5749988072
1025,-0.0000033634,0.0000054796,0.0000000989,-0.0000004673,0.0000044583,-0.0000066259,0.3064966789,0.0054686229,0.5740910900
1026,-0.0000023905,0.0000046410,0.0000000447,-0.0000003219,0.0000029895,-0.0000054767,0.3073633452,0.0054497538,0.5731372276
1027,-0.0000009919,0.0000044822,0.0000000561,-0.0000003691,0.0000009558,-0.0000055884,0.3080631379,0.0054398411,0.5723827818
1028,-0.0000006295,0.0000037381,0.0000000563,-0.0000003514,0.0000010025,-0.0000042505,0.3087141550,0.0054255408,0.5716879173
1029,0.0000002462,0.0000050009,0.0000000523,-0.0000004386,0.0000013364,-0.0000071624,0.3091187435,0.0054184532,0.5712588061
1030,-0.0000013476,0.0000040163,0.0000000463,-0.0000002369,0.0000016804,-0.0000046815,0.3095588182,0.0054118718,0.5707981607
1031,-0.0000012656,0.0000040996,0.0000000419,-0.0000002762,0.0000024105,-0.0000041783,0.3100184519,0.0054037404,0.5702761905
1032,-0.0000008189,0.0000042417,0.0000001441,-0.0000002544,0.0000017756,-0.0000053246,0.3107059679,0.0053952528,0.5695747391
1033,-0.0000013101,0.0000035624,0.0000000904,-0.0000002492,0.0000025269,-0.0000045649,0.3114475228,0.0053871651,0.5687512255
1034,-0.0000013178,0.0000030677,0.0000000599,-0.0000002577,0.0000022909,-0.0000037064,0.3123042752,0.0053755836,0.5677946885
1035,-0.0000019129,0.0000040779,0.0000001387,-0.0000002578,0.0000021762,-0.0000052417,0.3130904301,0.0053659459,0.5668828967
1036,-0.0000019713,0.0000038069,0.0000000591,-0.0000002711,0.0000025176,-0.0000052752,0.3137188815,0.0053582771,0.5662007433
1037,-0.0000009075,0.0000039449,0.0000000718,-0.0000001725,0.0000023006,-0.0000048828,0.3143523586,0.0053574708,0.5655149465
1038,-0.0000019982,0.0000041873,0.0000000715,-0.0000002248,0.0000017997,-0.0000048009,0.3149258084,0.0053597021,0.5648966865
1039,-0.0000005182,0.0000028964,0.0000000696,-0.0000002540,0.0000010595,-0.0000041488,0.3151413389,0.0053572583,0.5646661607
1040,-0.0000013438,0.0000031265,0.0000000402,-0.0000001498,0.0000026593,-0.0000041541,0.3151102470,0.0053569333,0.5646830651
