i,X1,Y1,X2,Y2,X3,Y3,DC D1 con scaled (V),DC D2 con scaled,DC D3 con scaled,Norm D1X,Norm D1Y,Norm D2X,Norm D2Y,Norm D3X,Norm D3Y,Norm DC1 (V),Norm DC2 (V),Norm DC3 (V),Normalised phase (rad),Ernest new,Ernest new phase (rad),Proj Ernest new, 
1586,7.97E-07,1.35E-06,-1.80E-06,-4.01E-06,1.00E-06,2.66E-06,9.46E-01,5.17E-01,6.71E-02,2.47E-07,4.18E-07,-5.38E-07,-1.20E-06,2.96E-07,7.84E-07,1.30E+00,2.51E-02,-1.33E+00,5.40E-01,1.31E-06,-1.99E+00,-5.33E-07,
1587,4.99E-07,5.30E-07,-1.62E-06,-1.68E-06,1.12E-06,1.15E-06,9.42E-01,5.27E-01,6.24E-02,1.54E-07,1.64E-07,-4.84E-07,-5.02E-07,3.30E-07,3.39E-07,1.29E+00,5.27E-02,-1.34E+00,5.58E-01,6.97E-07,-2.34E+00,-5.17E-08,
1588,-2.84E-07,4.14E-07,1.40E-07,-1.08E-06,1.44E-07,6.63E-07,9.38E-01,5.34E-01,5.85E-02,-8.80E-08,1.28E-07,4.19E-08,-3.22E-07,4.24E-08,1.95E-07,1.28E+00,7.65E-02,-1.35E+00,5.74E-01,3.25E-07,-1.44E+00,-2.69E-07,
1589,-5.32E-07,8.63E-07,9.78E-07,-1.66E-06,-4.46E-07,7.98E-07,9.35E-01,5.40E-01,5.58E-02,-1.65E-07,2.67E-07,2.92E-07,-4.96E-07,-1.31E-07,2.35E-07,1.27E+00,9.31E-02,-1.36E+00,5.85E-01,5.79E-07,-1.04E+00,-5.68E-07,
1590,-5.67E-07,1.28E-06,1.65E-06,-2.52E-06,-1.08E-06,1.24E-06,9.34E-01,5.42E-01,5.47E-02,-1.76E-07,3.96E-07,4.93E-07,-7.54E-07,-3.19E-07,3.66E-07,1.26E+00,1.00E-01,-1.36E+00,5.90E-01,9.04E-07,-9.94E-01,-8.93E-07,
1591,-5.65E-07,2.03E-06,1.53E-06,-4.33E-06,-9.63E-07,2.30E-06,9.34E-01,5.41E-01,5.53E-02,-1.75E-07,6.28E-07,4.57E-07,-1.29E-06,-2.84E-07,6.79E-07,1.26E+00,9.60E-02,-1.36E+00,5.87E-01,1.38E-06,-1.23E+00,-1.27E-06,
1592,4.17E-07,1.87E-06,-8.27E-07,-4.11E-06,4.09E-07,2.24E-06,9.37E-01,5.35E-01,5.80E-02,1.29E-07,5.81E-07,-2.47E-07,-1.23E-06,1.21E-07,6.60E-07,1.27E+00,7.91E-02,-1.35E+00,5.76E-01,1.26E-06,-1.77E+00,-7.54E-07,
1593,6.64E-07,5.96E-07,-1.55E-06,-1.29E-06,8.82E-07,6.95E-07,9.42E-01,5.25E-01,6.31E-02,2.06E-07,1.85E-07,-4.62E-07,-3.86E-07,2.60E-07,2.05E-07,1.29E+00,4.88E-02,-1.34E+00,5.56E-01,6.03E-07,-2.45E+00,1.99E-08,
1594,-1.16E-07,-3.01E-07,1.63E-07,7.19E-07,-4.67E-08,-4.18E-07,9.49E-01,5.10E-01,7.08E-02,-3.59E-08,-9.33E-08,4.86E-08,2.15E-07,-1.38E-08,-1.23E-07,1.31E+00,4.28E-03,-1.32E+00,5.26E-01,2.21E-07,1.35E+00,1.28E-07,
1595,-1.26E-06,3.03E-10,2.82E-06,6.37E-08,-1.56E-06,-6.40E-08,9.58E-01,4.91E-01,8.13E-02,-3.91E-07,9.39E-11,8.43E-07,1.90E-08,-4.60E-07,-1.89E-08,1.34E+00,-5.30E-02,-1.29E+00,4.89E-01,8.48E-07,2.23E-02,-5.50E-07,
1596,-1.61E-06,1.15E-06,3.61E-06,-2.67E-06,-2.00E-06,1.51E-06,9.67E-01,4.69E-01,9.42E-02,-4.98E-07,3.57E-07,1.08E-06,-7.97E-07,-5.90E-07,4.46E-07,1.37E+00,-1.20E-01,-1.25E+00,4.45E-01,1.35E-06,-6.36E-01,-1.32E-06,
1597,-4.97E-07,1.71E-06,8.20E-07,-4.02E-06,-3.23E-07,2.31E-06,9.76E-01,4.45E-01,1.09E-01,-1.54E-07,5.30E-07,2.45E-07,-1.20E-06,-9.51E-08,6.80E-07,1.40E+00,-1.91E-01,-1.21E+00,3.97E-01,1.24E-06,-1.37E+00,-1.07E-06,
1598,3.63E-07,1.06E-06,-1.26E-06,-2.31E-06,8.97E-07,1.25E-06,9.84E-01,4.21E-01,1.25E-01,1.13E-07,3.29E-07,-3.77E-07,-6.91E-07,2.65E-07,3.68E-07,1.43E+00,-2.64E-01,-1.16E+00,3.49E-01,8.05E-07,-2.07E+00,-2.72E-07,
1599,5.42E-08,1.38E-07,-2.99E-07,-5.75E-08,2.45E-07,-8.01E-08,9.91E-01,3.96E-01,1.42E-01,1.68E-08,4.26E-08,-8.94E-08,-1.72E-08,7.22E-08,-2.36E-08,1.45E+00,-3.37E-01,-1.11E+00,3.00E-01,9.39E-08,-2.94E+00,4.74E-08,
1600,-8.20E-07,-1.32E-07,2.21E-06,3.46E-07,-1.39E-06,-2.14E-07,9.96E-01,3.74E-01,1.59E-01,-2.54E-07,-4.08E-08,6.61E-07,1.03E-07,-4.11E-07,-6.32E-08,1.47E+00,-4.05E-01,-1.06E+00,2.53E-01,7.01E-07,1.55E-01,-3.81E-07,
1601,-8.32E-07,-6.58E-08,2.69E-06,-3.46E-07,-1.86E-06,4.11E-07,1.00E+00,3.53E-01,1.75E-01,-2.58E-07,-2.04E-08,8.04E-07,-1.03E-07,-5.47E-07,1.21E-07,1.48E+00,-4.66E-01,-1.02E+00,2.11E-01,8.59E-07,-1.26E-01,-6.48E-07,
1602,-9.78E-07,4.64E-07,2.54E-06,-2.38E-06,-1.56E-06,1.91E-06,1.00E+00,3.35E-01,1.90E-01,-3.03E-07,1.44E-07,7.60E-07,-7.10E-07,-4.61E-07,5.64E-07,1.49E+00,-5.19E-01,-9.76E-01,1.75E-01,1.12E-06,-7.49E-01,-1.11E-06,
1603,-6.39E-07,9.53E-07,1.08E-06,-3.50E-06,-4.45E-07,2.55E-06,1.00E+00,3.22E-01,2.01E-01,-1.98E-07,2.95E-07,3.24E-07,-1.05E-06,-1.31E-07,7.52E-07,1.50E+00,-5.60E-01,-9.42E-01,1.46E-01,1.19E-06,-1.27E+00,-1.09E-06,
1604,8.77E-08,1.07E-06,-1.25E-06,-3.39E-06,1.16E-06,2.33E-06,1.01E+00,3.13E-01,2.09E-01,2.72E-08,3.30E-07,-3.73E-07,-1.01E-06,3.42E-07,6.86E-07,1.51E+00,-5.86E-01,-9.19E-01,1.27E-01,1.18E-06,-1.92E+00,-5.58E-07,
1605,4.47E-07,3.80E-07,-1.56E-06,-8.06E-07,1.11E-06,4.27E-07,1.01E+00,3.09E-01,2.12E-01,1.39E-07,1.18E-07,-4.65E-07,-2.41E-07,3.27E-07,1.26E-07,1.51E+00,-5.97E-01,-9.09E-01,1.19E-01,5.77E-07,-2.66E+00,1.42E-07,
1606,1.94E-07,-5.16E-08,5.69E-08,-6.12E-07,-2.51E-07,6.63E-07,1.01E+00,3.09E-01,2.13E-01,6.00E-08,-1.60E-08,1.70E-08,-1.83E-07,-7.39E-08,1.96E-07,1.51E+00,-5.98E-01,-9.08E-01,1.18E-01,2.00E-07,-1.49E+00,-1.60E-07,
1607,-4.13E-07,-3.76E-08,2.01E-06,-1.40E-06,-1.59E-06,1.43E-06,1.01E+00,3.10E-01,2.11E-01,-1.28E-07,-1.17E-08,5.99E-07,-4.17E-07,-4.69E-07,4.23E-07,1.51E+00,-5.93E-01,-9.13E-01,1.22E-01,8.00E-07,-6.05E-01,-7.77E-07,
1608,-3.32E-07,5.18E-07,1.64E-06,-3.75E-06,-1.31E-06,3.23E-06,1.01E+00,3.14E-01,2.08E-01,-1.03E-07,1.60E-07,4.90E-07,-1.12E-06,-3.86E-07,9.53E-07,1.50E+00,-5.82E-01,-9.23E-01,1.30E-01,1.33E-06,-1.16E+00,-1.27E-06,
1609,1.38E-07,6.09E-07,-6.13E-07,-4.23E-06,4.75E-07,3.62E-06,1.01E+00,3.20E-01,2.03E-01,4.26E-08,1.89E-07,-1.83E-07,-1.26E-06,1.40E-07,1.07E-06,1.50E+00,-5.65E-01,-9.37E-01,1.42E-01,1.39E-06,-1.72E+00,-8.89E-07,
1610,4.01E-07,3.59E-07,-2.07E-06,-2.99E-06,1.66E-06,2.63E-06,1.00E+00,3.28E-01,1.96E-01,1.24E-07,1.11E-07,-6.17E-07,-8.93E-07,4.91E-07,7.75E-07,1.50E+00,-5.41E-01,-9.57E-01,1.59E-01,1.17E-06,-2.18E+00,-2.73E-07,
1611,3.17E-07,4.83E-08,-1.83E-06,-1.11E-06,1.51E-06,1.06E-06,1.00E+00,3.38E-01,1.88E-01,9.83E-08,1.50E-08,-5.45E-07,-3.32E-07,4.44E-07,3.13E-07,1.49E+00,-5.12E-01,-9.81E-01,1.79E-01,6.82E-07,-2.60E+00,1.25E-07,
1612,-1.74E-07,-1.43E-07,6.38E-07,1.36E-07,-4.64E-07,7.16E-09,1.00E+00,3.49E-01,1.79E-01,-5.39E-08,-4.44E-08,1.91E-07,4.07E-08,-1.37E-07,2.11E-09,1.49E+00,-4.79E-01,-1.01E+00,2.02E-01,2.07E-07,2.15E-01,-1.02E-07,
1613,-4.46E-07,1.65E-07,2.38E-06,-1.09E-06,-1.94E-06,9.26E-07,9.99E-01,3.59E-01,1.70E-01,-1.38E-07,5.11E-08,7.13E-07,-3.26E-07,-5.71E-07,2.73E-07,1.48E+00,-4.47E-01,-1.03E+00,2.24E-01,8.24E-07,-4.29E-01,-7.55E-07,
1614,-4.78E-07,4.22E-07,3.22E-06,-2.58E-06,-2.74E-06,2.16E-06,9.97E-01,3.68E-01,1.63E-01,-1.48E-07,1.31E-07,9.63E-07,-7.71E-07,-8.09E-07,6.36E-07,1.47E+00,-4.20E-01,-1.05E+00,2.43E-01,1.29E-06,-6.76E-01,-1.27E-06,
1615,-1.08E-07,7.83E-07,1.42E-06,-4.95E-06,-1.31E-06,4.17E-06,9.96E-01,3.75E-01,1.58E-01,-3.35E-08,2.43E-07,4.24E-07,-1.48E-06,-3.87E-07,1.23E-06,1.47E+00,-4.00E-01,-1.07E+00,2.57E-01,1.60E-06,-1.29E+00,-1.44E-06,
1616,3.39E-07,6.26E-07,-1.22E-06,-3.63E-06,8.78E-07,3.01E-06,9.95E-01,3.80E-01,1.54E-01,1.05E-07,1.94E-07,-3.64E-07,-1.09E-06,2.59E-07,8.86E-07,1.46E+00,-3.86E-01,-1.08E+00,2.66E-01,1.19E-06,-1.89E+00,-5.88E-07,
1617,4.31E-07,2.79E-07,-1.83E-06,-1.38E-06,1.40E-06,1.10E-06,9.94E-01,3.83E-01,1.52E-01,1.33E-07,8.63E-08,-5.47E-07,-4.11E-07,4.13E-07,3.24E-07,1.46E+00,-3.77E-01,-1.08E+00,2.73E-01,7.10E-07,-2.50E+00,6.05E-08,
1618,1.31E-07,-8.43E-08,-3.24E-07,5.75E-07,1.92E-07,-4.91E-07,9.94E-01,3.85E-01,1.50E-01,4.07E-08,-2.61E-08,-9.68E-08,1.72E-07,5.67E-08,-1.45E-07,1.46E+00,-3.70E-01,-1.09E+00,2.77E-01,2.04E-07,2.09E+00,2.00E-07,
1619,-3.18E-07,-3.15E-08,2.25E-06,3.86E-07,-1.93E-06,-3.54E-07,9.93E-01,3.86E-01,1.50E-01,-9.84E-08,-9.75E-09,6.73E-07,1.15E-07,-5.70E-07,-1.04E-07,1.46E+00,-3.67E-01,-1.09E+00,2.79E-01,7.05E-07,1.69E-01,-3.75E-07,
1620,-5.65E-07,4.96E-07,3.51E-06,-1.99E-06,-2.95E-06,1.49E-06,9.93E-01,3.86E-01,1.50E-01,-1.75E-07,1.54E-07,1.05E-06,-5.94E-07,-8.68E-07,4.40E-07,1.46E+00,-3.68E-01,-1.09E+00,2.79E-01,1.25E-06,-5.16E-01,-1.18E-06,
1621,-1.20E-07,1.14E-06,1.60E-06,-5.00E-06,-1.48E-06,3.86E-06,9.94E-01,3.84E-01,1.51E-01,-3.72E-08,3.52E-07,4.78E-07,-1.49E-06,-4.36E-07,1.14E-06,1.46E+00,-3.74E-01,-1.09E+00,2.75E-01,1.63E-06,-1.26E+00,-1.48E-06,
1622,6.49E-07,8.81E-07,-1.92E-06,-3.90E-06,1.27E-06,3.02E-06,9.95E-01,3.81E-01,1.54E-01,2.01E-07,2.73E-07,-5.72E-07,-1.17E-06,3.73E-07,8.90E-07,1.46E+00,-3.84E-01,-1.08E+00,2.68E-01,1.35E-06,-2.03E+00,-5.06E-07,
1623,5.16E-07,4.17E-07,-1.61E-06,-1.65E-06,1.09E-06,1.23E-06,9.96E-01,3.76E-01,1.57E-01,1.60E-07,1.29E-07,-4.81E-07,-4.92E-07,3.22E-07,3.62E-07,1.47E+00,-3.96E-01,-1.07E+00,2.59E-01,7.18E-07,-2.35E+00,-4.77E-08,
1624,1.87E-07,3.26E-07,-1.05E-07,-9.32E-07,-8.19E-08,6.06E-07,9.97E-01,3.71E-01,1.61E-01,5.79E-08,1.01E-07,-3.14E-08,-2.78E-07,-2.41E-08,1.79E-07,1.47E+00,-4.12E-01,-1.06E+00,2.49E-01,2.94E-07,-1.69E+00,-1.95E-07,
1625,-1.60E-07,5.05E-07,1.58E-06,-1.78E-06,-1.42E-06,1.28E-06,9.98E-01,3.65E-01,1.66E-01,-4.97E-08,1.56E-07,4.73E-07,-5.32E-07,-4.19E-07,3.76E-07,1.48E+00,-4.31E-01,-1.04E+00,2.36E-01,7.46E-07,-8.46E-01,-7.46E-07,
1626,-3.79E-07,6.33E-07,2.19E-06,-2.73E-06,-1.81E-06,2.09E-06,1.00E+00,3.56E-01,1.73E-01,-1.17E-07,1.96E-07,6.54E-07,-8.15E-07,-5.34E-07,6.17E-07,1.48E+00,-4.57E-01,-1.02E+00,2.18E-01,1.10E-06,-8.95E-01,-1.10E-06,
1627,-2.13E-07,8.18E-07,1.11E-06,-3.73E-06,-8.96E-07,2.91E-06,1.00E+00,3.44E-01,1.82E-01,-6.60E-08,2.54E-07,3.31E-07,-1.12E-06,-2.64E-07,8.59E-07,1.49E+00,-4.91E-01,-9.98E-01,1.94E-01,1.24E-06,-1.28E+00,-1.12E-06,
1628,-9.74E-08,8.33E-07,3.50E-07,-3.33E-06,-2.53E-07,2.49E-06,1.00E+00,3.32E-01,1.93E-01,-3.02E-08,2.58E-07,1.05E-07,-9.94E-07,-7.46E-08,7.35E-07,1.50E+00,-5.30E-01,-9.66E-01,1.67E-01,1.08E-06,-1.47E+00,-8.74E-07,
1629,1.04E-07,8.26E-07,5.89E-08,-2.92E-06,-1.63E-07,2.09E-06,1.00E+00,3.20E-01,2.03E-01,3.21E-08,2.56E-07,1.76E-08,-8.71E-07,-4.79E-08,6.16E-07,1.50E+00,-5.66E-01,-9.36E-01,1.42E-01,9.49E-07,-1.55E+00,-7.20E-07,
1630,2.17E-07,4.77E-07,2.84E-07,-2.09E-06,-5.00E-07,1.61E-06,1.01E+00,3.11E-01,2.11E-01,6.71E-08,1.48E-07,8.48E-08,-6.24E-07,-1.47E-07,4.75E-07,1.51E+00,-5.91E-01,-9.14E-01,1.23E-01,6.90E-07,-1.44E+00,-5.71E-07,
1631,-6.44E-08,8.37E-08,1.65E-06,-1.39E-06,-1.59E-06,1.31E-06,1.01E+00,3.06E-01,2.15E-01,-2.00E-08,2.59E-08,4.95E-07,-4.16E-07,-4.69E-07,3.85E-07,1.51E+00,-6.06E-01,-9.01E-01,1.12E-01,7.09E-07,-6.99E-01,-7.02E-07,
1632,-4.69E-07,3.84E-07,3.24E-06,-3.00E-06,-2.77E-06,2.62E-06,1.01E+00,3.04E-01,2.17E-01,-1.45E-07,1.19E-07,9.68E-07,-8.98E-07,-8.17E-07,7.72E-07,1.51E+00,-6.12E-01,-8.97E-01,1.09E-01,1.45E-06,-7.48E-01,-1.45E-06,
1633,-6.07E-08,6.45E-07,9.27E-07,-4.54E-06,-8.66E-07,3.89E-06,1.01E+00,3.05E-01,2.16E-01,-1.88E-08,2.00E-07,2.77E-07,-1.36E-06,-2.55E-07,1.15E-06,1.51E+00,-6.09E-01,-8.99E-01,1.10E-01,1.52E-06,-1.37E+00,-1.32E-06,
1634,2.92E-07,5.64E-07,-1.03E-06,-4.02E-06,7.38E-07,3.46E-06,1.01E+00,3.08E-01,2.13E-01,9.03E-08,1.75E-07,-3.08E-07,-1.20E-06,2.18E-07,1.02E-06,1.51E+00,-6.00E-01,-9.07E-01,1.17E-01,1.36E-06,-1.82E+00,-7.58E-07,
1635,3.41E-07,7.79E-08,-1.42E-06,-1.50E-06,1.08E-06,1.42E-06,1.01E+00,3.12E-01,2.09E-01,1.06E-07,2.41E-08,-4.24E-07,-4.47E-07,3.18E-07,4.18E-07,1.50E+00,-5.87E-01,-9.18E-01,1.26E-01,6.73E-07,-2.33E+00,-5.43E-08,
1636,-2.14E-08,-9.08E-08,1.01E-06,-1.72E-07,-9.86E-07,2.63E-07,1.01E+00,3.17E-01,2.05E-01,-6.62E-09,-2.81E-08,3.01E-07,-5.14E-08,-2.91E-07,7.75E-08,1.50E+00,-5.72E-01,-9.31E-01,1.37E-01,3.31E-07,-1.67E-01,-2.58E-07,
1637,-2.27E-07,2.39E-07,2.97E-06,-2.14E-06,-2.74E-06,1.90E-06,1.00E+00,3.21E-01,2.01E-01,-7.04E-08,7.42E-08,8.87E-07,-6.39E-07,-8.08E-07,5.60E-07,1.50E+00,-5.60E-01,-9.41E-01,1.46E-01,1.18E-06,-6.24E-01,-1.16E-06,
1638,5.89E-08,6.92E-07,1.55E-06,-4.91E-06,-1.61E-06,4.22E-06,1.00E+00,3.24E-01,1.99E-01,1.82E-08,2.14E-07,4.64E-07,-1.47E-06,-4.75E-07,1.24E-06,1.50E+00,-5.53E-01,-9.47E-01,1.51E-01,1.66E-06,-1.27E+00,-1.52E-06,
1639,3.07E-07,5.99E-07,-5.38E-07,-4.83E-06,2.31E-07,4.23E-06,1.00E+00,3.23E-01,2.00E-01,9.51E-08,1.86E-07,-1.61E-07,-1.44E-06,6.81E-08,1.25E-06,1.50E+00,-5.54E-01,-9.46E-01,1.50E-01,1.57E-06,-1.68E+00,-1.05E-06,
1640,4.10E-07,4.59E-07,-1.90E-06,-3.48E-06,1.49E-06,3.02E-06,1.00E+00,3.22E-01,2.01E-01,1.27E-07,1.42E-07,-5.67E-07,-1.04E-06,4.38E-07,8.90E-07,1.50E+00,-5.59E-01,-9.42E-01,1.47E-01,1.28E-06,-2.07E+00,-4.30E-07,
1641,2.05E-07,2.61E-07,-1.11E-06,-1.49E-06,9.05E-07,1.23E-06,1.00E+00,3.21E-01,2.02E-01,6.36E-08,8.10E-08,-3.32E-07,-4.44E-07,2.67E-07,3.61E-07,1.50E+00,-5.62E-01,-9.39E-01,1.44E-01,6.02E-07,-2.21E+00,-1.20E-07,
1642,-8.14E-09,1.87E-07,2.68E-07,-5.64E-07,-2.59E-07,3.78E-07,1.00E+00,3.20E-01,2.02E-01,-2.52E-09,5.78E-08,7.99E-08,-1.69E-07,-7.65E-08,1.11E-07,1.50E+00,-5.62E-01,-9.39E-01,1.44E-01,2.03E-07,-1.13E+00,-1.95E-07,
1643,-2.60E-07,2.69E-07,2.61E-06,-9.37E-07,-2.35E-06,6.67E-07,1.00E+00,3.21E-01,2.01E-01,-8.04E-08,8.35E-08,7.79E-07,-2.80E-07,-6.92E-07,1.97E-07,1.50E+00,-5.60E-01,-9.41E-01,1.45E-01,8.97E-07,-3.46E-01,-7.89E-07,
1644,-2.85E-07,4.55E-07,3.11E-06,-2.57E-06,-2.83E-06,2.11E-06,1.00E+00,3.22E-01,2.01E-01,-8.84E-08,1.41E-07,9.30E-07,-7.67E-07,-8.33E-07,6.23E-07,1.50E+00,-5.59E-01,-9.42E-01,1.46E-01,1.31E-06,-6.91E-01,-1.29E-06,
1645,-1.28E-07,6.58E-07,2.03E-06,-4.47E-06,-1.90E-06,3.81E-06,1.00E+00,3.21E-01,2.01E-01,-3.96E-08,2.04E-07,6.07E-07,-1.34E-06,-5.61E-07,1.12E-06,1.50E+00,-5.60E-01,-9.41E-01,1.46E-01,1.59E-06,-1.14E+00,-1.52E-06,
1646,3.06E-07,6.14E-07,-1.38E-06,-4.58E-06,1.07E-06,3.97E-06,1.00E+00,3.20E-01,2.02E-01,9.48E-08,1.90E-07,-4.12E-07,-1.37E-06,3.16E-07,1.17E-06,1.50E+00,-5.64E-01,-9.38E-01,1.43E-01,1.55E-06,-1.86E+00,-8.09E-07,
1647,2.18E-07,1.96E-07,-2.06E-06,-1.79E-06,1.84E-06,1.60E-06,1.00E+00,3.19E-01,2.04E-01,6.75E-08,6.06E-08,-6.15E-07,-5.36E-07,5.42E-07,4.71E-07,1.50E+00,-5.68E-01,-9.34E-01,1.40E-01,8.85E-07,-2.42E+00,1.10E-08,
1648,-1.45E-07,-6.76E-08,1.41E-07,4.37E-07,3.79E-09,-3.69E-07,1.01E+00,3.17E-01,2.05E-01,-4.48E-08,-2.10E-08,4.21E-08,1.30E-07,1.12E-09,-1.09E-07,1.50E+00,-5.72E-01,-9.31E-01,1.37E-01,1.50E-07,1.25E+00,7.47E-08,
1649,-4.32E-07,6.10E-08,2.63E-06,-3.11E-07,-2.20E-06,2.50E-07,1.01E+00,3.17E-01,2.05E-01,-1.34E-07,1.89E-08,7.86E-07,-9.29E-08,-6.48E-07,7.36E-08,1.50E+00,-5.73E-01,-9.30E-01,1.36E-01,8.62E-07,-1.18E-01,-6.46E-07,
1650,-3.91E-07,3.39E-07,3.10E-06,-2.52E-06,-2.70E-06,2.19E-06,1.00E+00,3.18E-01,2.04E-01,-1.21E-07,1.05E-07,9.25E-07,-7.54E-07,-7.97E-07,6.44E-07,1.50E+00,-5.69E-01,-9.33E-01,1.39E-01,1.30E-06,-6.84E-01,-1.28E-06,
1651,-8.70E-08,6.17E-07,1.33E-06,-4.58E-06,-1.25E-06,3.96E-06,1.00E+00,3.21E-01,2.02E-01,-2.70E-08,1.91E-07,3.99E-07,-1.37E-06,-3.68E-07,1.17E-06,1.50E+00,-5.62E-01,-9.39E-01,1.44E-01,1.55E-06,-1.29E+00,-1.39E-06,
1652,2.78E-07,4.80E-07,-1.30E-06,-4.35E-06,1.02E-06,3.87E-06,1.00E+00,3.23E-01,2.00E-01,8.62E-08,1.49E-07,-3.88E-07,-1.30E-06,3.00E-07,1.14E-06,1.50E+00,-5.55E-01,-9.45E-01,1.49E-01,1.47E-06,-1.86E+00,-7.68E-07,
1653,3.47E-07,1.84E-07,-2.44E-06,-2.12E-06,2.10E-06,1.93E-06,1.00E+00,3.23E-01,2.00E-01,1.08E-07,5.70E-08,-7.30E-07,-6.33E-07,6.18E-07,5.70E-07,1.50E+00,-5.54E-01,-9.46E-01,1.50E-01,1.04E-06,-2.43E+00,1.68E-08,
1654,1.65E-07,-3.14E-08,-9.12E-07,-3.50E-07,7.47E-07,3.82E-07,1.00E+00,3.21E-01,2.01E-01,5.11E-08,-9.72E-09,-2.73E-07,-1.05E-07,2.20E-07,1.13E-07,1.50E+00,-5.60E-01,-9.41E-01,1.45E-01,3.16E-07,-2.78E+00,1.13E-07,
1655,-4.57E-08,-3.12E-09,7.99E-07,-2.63E-07,-7.54E-07,2.66E-07,1.01E+00,3.18E-01,2.05E-01,-1.42E-08,-9.67E-10,2.39E-07,-7.86E-08,-2.22E-07,7.85E-08,1.50E+00,-5.71E-01,-9.32E-01,1.38E-01,2.73E-07,-3.17E-01,-2.36E-07,
1656,-2.05E-07,2.02E-07,2.52E-06,-1.62E-06,-2.31E-06,1.42E-06,1.01E+00,3.15E-01,2.07E-01,-6.35E-08,6.26E-08,7.53E-07,-4.85E-07,-6.82E-07,4.18E-07,1.50E+00,-5.80E-01,-9.24E-01,1.31E-01,9.75E-07,-5.72E-01,-9.40E-07,
1657,-4.33E-09,4.13E-07,1.77E-06,-3.55E-06,-1.76E-06,3.14E-06,1.01E+00,3.12E-01,2.09E-01,-1.34E-09,1.28E-07,5.28E-07,-1.06E-06,-5.20E-07,9.25E-07,1.51E+00,-5.87E-01,-9.18E-01,1.26E-01,1.29E-06,-1.11E+00,-1.25E-06,
1658,2.45E-07,5.08E-07,8.43E-08,-4.77E-06,-3.30E-07,4.26E-06,1.01E+00,3.10E-01,2.11E-01,7.60E-08,1.57E-07,2.52E-08,-1.43E-06,-9.72E-08,1.26E-06,1.51E+00,-5.94E-01,-9.12E-01,1.21E-01,1.56E-06,-1.55E+00,-1.18E-06,
1659,4.52E-07,3.63E-07,-1.99E-06,-3.90E-06,1.54E-06,3.53E-06,1.01E+00,3.07E-01,2.14E-01,1.40E-07,1.12E-07,-5.95E-07,-1.16E-06,4.54E-07,1.04E-06,1.51E+00,-6.03E-01,-9.04E-01,1.15E-01,1.44E-06,-2.04E+00,-5.16E-07,
1660,4.15E-07,4.09E-08,-2.26E-06,-1.27E-06,1.85E-06,1.23E-06,1.01E+00,3.03E-01,2.18E-01,1.28E-07,1.27E-08,-6.76E-07,-3.79E-07,5.45E-07,3.62E-07,1.51E+00,-6.16E-01,-8.93E-01,1.06E-01,8.56E-07,-2.63E+00,1.87E-07,
1661,1.62E-07,-1.05E-07,-4.16E-08,5.55E-07,-1.20E-07,-4.50E-07,1.01E+00,2.97E-01,2.23E-01,5.02E-08,-3.27E-08,-1.24E-08,1.66E-07,-3.55E-08,-1.33E-07,1.51E+00,-6.33E-01,-8.78E-01,9.32E-02,1.85E-07,1.65E+00,1.48E-07,
1662,-1.18E-07,1.11E-07,2.74E-06,-7.62E-07,-2.63E-06,6.51E-07,1.01E+00,2.90E-01,2.29E-01,-3.65E-08,3.44E-08,8.20E-07,-2.28E-07,-7.74E-07,1.92E-07,1.51E+00,-6.53E-01,-8.59E-01,7.86E-02,9.50E-07,-2.71E-01,-7.99E-07,
1663,1.76E-08,3.44E-07,2.22E-06,-3.79E-06,-2.24E-06,3.44E-06,1.01E+00,2.83E-01,2.36E-01,5.46E-09,1.07E-07,6.63E-07,-1.13E-06,-6.59E-07,1.01E-06,1.51E+00,-6.75E-01,-8.39E-01,6.26E-02,1.48E-06,-1.04E+00,-1.45E-06,
1664,2.42E-07,3.48E-07,-6.06E-07,-4.24E-06,3.64E-07,3.89E-06,1.01E+00,2.76E-01,2.43E-01,7.49E-08,1.08E-07,-1.81E-07,-1.27E-06,1.07E-07,1.15E-06,1.52E+00,-6.96E-01,-8.19E-01,4.70E-02,1.45E-06,-1.71E+00,-9.35E-07,
1665,3.07E-07,1.65E-07,-1.95E-06,-2.39E-06,1.64E-06,2.23E-06,1.01E+00,2.69E-01,2.49E-01,9.51E-08,5.13E-08,-5.81E-07,-7.15E-07,4.83E-07,6.57E-07,1.52E+00,-7.15E-01,-8.02E-01,3.32E-02,1.06E-06,-2.25E+00,-1.66E-07,
1666,1.74E-07,-8.36E-10,-1.31E-06,-7.72E-07,1.13E-06,7.73E-07,1.01E+00,2.65E-01,2.54E-01,5.39E-08,-2.59E-10,-3.90E-07,-2.31E-07,3.33E-07,2.28E-07,1.52E+00,-7.28E-01,-7.89E-01,2.31E-02,5.22E-07,-2.61E+00,1.02E-07,
1667,-4.74E-09,-1.33E-08,4.83E-07,3.32E-07,-4.78E-07,-3.19E-07,1.01E+00,2.61E-01,2.57E-01,-1.47E-09,-4.12E-09,1.44E-07,9.92E-08,-1.41E-07,-9.39E-08,1.52E+00,-7.39E-01,-7.78E-01,1.50E-02,2.02E-07,6.03E-01,-2.56E-08,
