i;DC1;DC2;DC3;X1;Y1;X2;Y2;X3;Y3
268;0.02195856;0.928498;0.7473548;5.50344E-08;-1.11864E-07;-4.28689E-08;-5.24174E-07;-5.36232E-07;6.89285E-07
269;0.02222131;0.9300803;0.7456122;3.27358E-08;-1.08787E-07;2.08875E-08;-3.07417E-07;-2.88292E-07;9.08672E-07
270;0.02249049;0.9316408;0.7438766;1.98107E-08;-1.16743E-07;2.56707E-07;-3.57545E-07;-1.44012E-07;9.35651E-07
271;0.02276697;0.9331971;0.7421413;2.81025E-08;-1.14986E-07;4.25544E-07;-5.55775E-07;9.31058E-08;9.29945E-07
272;0.0230646;0.9348181;0.7403161;5.26844E-08;-7.45073E-08;5.79668E-07;1.04683E-07;1.22673E-08;1.22627E-06
273;0.02339313;0.9365519;0.7383599;4.71571E-08;-8.44082E-08;2.16686E-07;1.10665E-08;-1.64081E-07;1.2434E-06
274;0.02374896;0.9383747;0.7362908;3.9948E-08;-6.86673E-08;5.16893E-07;2.32236E-07;8.5041E-08;1.35494E-06
275;0.02413121;0.9402819;0.7341188;5.26925E-08;-6.94535E-08;7.85315E-07;1.06522E-07;0.000000118;1.28478E-06
276;0.02453995;0.9422615;0.73185;7.34181E-08;-4.93598E-08;9.04729E-07;2.07608E-07;1.58651E-07;1.25257E-06
277;0.02497386;0.9443064;0.7294927;8.31538E-08;-6.21351E-08;7.13692E-07;-2.76224E-07;-4.92391E-08;1.0206E-06
278;0.02543739;0.9464413;0.727033;7.49375E-08;-7.48109E-08;6.47621E-07;-5.06254E-07;-1.65803E-09;8.8236E-07
279;0.02592727;0.9486561;0.7244755;8.72534E-08;-8.37048E-08;4.41981E-07;-7.67809E-07;-3.2275E-07;5.54329E-07
280;0.02643306;0.9508819;0.7218919;7.2639E-08;-7.27358E-08;1.13439E-07;-4.12039E-07;-4.17884E-07;7.77263E-07
281;0.02694689;0.9530764;0.7193134;7.05454E-08;-9.78273E-08;5.01724E-07;-3.9962E-07;-1.21151E-07;7.96073E-07
282;0.02744115;0.955141;0.7168848;6.02867E-08;-1.32708E-07;3.35986E-07;-7.62451E-07;-1.50304E-07;7.07225E-07
283;0.02790939;0.9570489;0.7146143;7.29844E-08;-1.49288E-07;4.58339E-07;-8.81235E-07;-9.12574E-08;6.83189E-07
284;0.02836425;0.9588574;0.7124496;7.37389E-08;-1.5151E-07;1.91858E-07;-7.42172E-07;-3.33506E-07;7.419E-07
285;0.02880918;0.9605881;0.7103665;8.62157E-08;-1.51996E-07;1.21884E-07;-4.84805E-07;-3.36325E-07;9.88461E-07
286;0.02924046;0.9622286;0.7083847;7.87426E-08;-1.75952E-07;-8.85921E-09;-7.07298E-07;-3.45993E-07;8.9329E-07
287;0.02964908;0.9637493;0.7065427;7.87533E-08;-1.93065E-07;-1.74671E-07;-9.61729E-07;-4.81152E-07;6.16526E-07
288;0.03002579;0.9651177;0.7048701;6.87959E-08;-2.03052E-07;-2.41936E-07;-8.86979E-07;-4.9532E-07;7.98062E-07
289;0.03037261;0.9663415;0.7033602;7.39052E-08;-1.96045E-07;-5.14492E-08;-8.77569E-07;-2.95426E-07;9.13143E-07
290;0.03069418;0.9674524;0.7019825;1.12071E-07;-2.10096E-07;2.34997E-07;-1.31306E-06;-3.09763E-07;5.34478E-07
291;0.03100002;0.9685022;0.7006992;1.18868E-07;-1.85761E-07;-7.09877E-08;-1.26271E-06;-5.78716E-07;4.28907E-07
292;0.03130959;0.9695463;0.6994047;1.14926E-07;-1.70631E-07;-2.34423E-07;-1.39132E-06;-7.46289E-07;9.06335E-08
293;0.03162566;0.9706071;0.6980915;8.51509E-08;-1.69336E-07;-4.60569E-07;-1.49822E-06;-7.66084E-07;-2.9206E-08
294;0.03193849;0.9716422;0.6968037;4.39257E-08;-1.9396E-07;-6.73855E-07;-1.77981E-06;-6.77779E-07;-5.04976E-08
295;0.0322433;0.9726295;0.6955687;1.55404E-08;-1.86455E-07;-9.55026E-07;-1.60578E-06;-8.11251E-07;-1.59183E-08
296;0.03254312;0.9735828;0.694364;4.04375E-08;-2.05693E-07;-8.64239E-07;-1.43853E-06;-9.65571E-07;1.84791E-07
297;0.0328464;0.9745406;0.6931601;5.55069E-08;-1.84908E-07;-2.36259E-07;-1.16984E-06;-5.37452E-07;3.68853E-07
298;0.03315912;0.9755168;0.6919252;8.84932E-08;-1.33376E-07;-9.40673E-09;-7.53969E-07;-6.21062E-07;4.16378E-07
299;0.03348485;0.9765245;0.6906544;7.48362E-08;-1.53314E-07;3.40101E-07;-7.15506E-07;-2.84097E-07;4.63875E-07
300;0.03381745;0.9775453;0.6893626;4.50887E-08;-1.67503E-07;3.26527E-07;-7.19611E-07;-9.33499E-08;5.03976E-07
301;0.03415535;0.9785693;0.6880529;5.05034E-08;-1.85293E-07;5.76758E-07;-8.70966E-07;6.26068E-09;5.03779E-07
302;0.03450611;0.9796209;0.6867117;8.3602E-08;-2.23796E-07;1.22262E-06;-1.22656E-06;3.92628E-07;5.30064E-07
303;0.03486775;0.98069;0.6853496;8.03973E-08;-2.35943E-07;1.10129E-06;-1.28572E-06;3.1002E-07;3.78183E-07
304;0.03523267;0.9817605;0.6839951;1.08887E-07;-2.44436E-07;1.32075E-06;-1.33772E-06;3.5798E-07;3.56624E-07
305;0.03558931;0.9827996;0.6826802;1.07688E-07;-3.005E-07;1.26352E-06;-2.16238E-06;3.62934E-07;-3.62135E-08
306;0.03593447;0.9837969;0.6814146;9.09866E-08;-2.92245E-07;1.28763E-06;-2.45768E-06;5.76624E-07;-2.99327E-07
307;0.0362681;0.984751;0.6801943;1.18797E-07;-2.71756E-07;1.06109E-06;-2.14886E-06;3.07752E-07;-1.97882E-07
308;0.03659112;0.9856589;0.6790058;9.85776E-08;-3.07059E-07;9.0799E-07;-2.34989E-06;3.42451E-07;-2.71551E-07
309;0.03690182;0.9865281;0.677865;9.21763E-08;-3.01184E-07;7.15826E-07;-2.10057E-06;2.40262E-07;-3.83006E-08
310;0.03720034;0.9873605;0.6767856;1.32476E-07;-3.14792E-07;1.05079E-06;-2.67833E-06;2.63611E-07;-4.49085E-07
311;0.03748709;0.9881499;0.6757586;1.66405E-07;-2.76928E-07;9.06003E-07;-2.14155E-06;3.09948E-08;-1.94211E-07
312;0.03775923;0.9888904;0.6747893;1.14626E-07;-2.5974E-07;4.78277E-07;-1.37929E-06;-6.19542E-08;2.93782E-07
313;0.0380336;0.9896295;0.6738197;1.27885E-07;-2.42409E-07;9.96455E-07;-1.12727E-06;3.40063E-07;5.62082E-07
314;0.03833044;0.9904074;0.6727749;1.32813E-07;-2.18647E-07;9.25934E-07;-8.11511E-07;2.07534E-07;6.40447E-07
315;0.03865605;0.9912498;0.6716337;1.68825E-07;-1.8062E-07;1.29252E-06;-4.32576E-07;2.81939E-07;7.47802E-07
316;0.03901616;0.9921752;0.6703859;1.36564E-07;-1.84704E-07;9.11664E-07;-1.67888E-07;1.04408E-07;9.60052E-07
317;0.03941787;0.9932012;0.6690129;9.08361E-08;-1.96251E-07;1.06751E-06;-3.61275E-07;4.24553E-07;9.94127E-07
318;0.03986298;0.9943275;0.6675178;1.15391E-07;-2.31298E-07;1.16185E-06;-6.42847E-07;4.23386E-07;9.08891E-07
319;0.04035483;0.9955513;0.6658811;1.60495E-07;-2.37465E-07;8.45701E-07;-1.12086E-06;-6.01749E-08;4.57037E-07
320;0.04089578;0.9968702;0.6640934;1.27896E-07;-1.9326E-07;3.14837E-07;-2.32359E-07;-2.73026E-07;9.70378E-07
321;0.04148582;0.9982862;0.6621596;4.36073E-08;-2.45067E-07;1.00918E-07;-8.94836E-07;-3.12819E-08;6.79797E-07
322;0.04212201;0.9997929;0.6600904;7.78422E-08;-2.29103E-07;7.9072E-08;-9.77804E-07;-2.14892E-07;5.3146E-07
323;0.04278652;1.001344;0.6579487;1.1576E-07;-2.28123E-07;-4.42013E-07;-1.10129E-06;-8.16955E-07;3.36722E-07
324;0.04346394;1.002904;0.6557906;7.83249E-08;-2.52165E-07;-7.21376E-07;-1.08139E-06;-8.34148E-07;4.31977E-07
325;0.04414706;1.004451;0.6536402;4.24528E-08;-2.63038E-07;-8.64125E-07;-1.24972E-06;-7.36692E-07;4.41931E-07
326;0.04482249;1.005972;0.6515418;1.19525E-07;-2.50416E-07;-6.00192E-07;-1.39143E-06;-8.71179E-07;2.34847E-07
327;0.04549365;1.007459;0.6494668;1.51824E-07;-2.80597E-07;-7.41793E-07;-1.14737E-06;-1.08138E-06;3.69128E-07
328;0.04617276;1.008939;0.6473901;6.99915E-08;-2.81031E-07;-9.77388E-07;-8.49027E-07;-1.00112E-06;5.55237E-07
329;0.04685931;1.010407;0.6453159;4.03384E-08;-3.22958E-07;-7.55896E-07;-9.32973E-07;-6.65923E-07;6.0396E-07
330;0.04755707;1.011871;0.6432273;7.94757E-08;-3.43608E-07;-5.39308E-07;-1.29127E-06;-6.41381E-07;3.75996E-07
331;0.04826902;1.013341;0.6411215;1.06679E-07;-3.18209E-07;-4.42904E-07;-9.75072E-07;-6.75437E-07;5.51344E-07
332;0.04900108;1.014827;0.6389884;4.94427E-08;-3.60556E-07;-6.65781E-07;-1.24422E-06;-6.63514E-07;4.58599E-07
333;0.04976058;1.016335;0.6368044;4.97964E-08;-3.45649E-07;-5.37573E-07;-9.4242E-07;-5.74736E-07;6.31065E-07
334;0.05055703;1.01789;0.6345396;6.80713E-08;-3.20878E-07;-9.03682E-08;-1.21785E-06;-3.2677E-07;3.47558E-07
335;0.05141247;1.019535;0.6321358;8.88925E-08;-3.33198E-07;1.54618E-07;-8.8671E-07;-1.76007E-07;5.76601E-07
336;0.05234937;1.021297;0.6295281;6.26573E-08;-3.63604E-07;-5.69451E-08;-9.01286E-07;-1.82379E-07;6.4147E-07
337;0.0533545;1.02315;0.6267624;1.55499E-08;-3.59218E-07;-1.21643E-07;-9.31149E-07;-1.43438E-07;6.6675E-07
338;0.05441248;1.025063;0.6238861;7.69429E-08;-3.7454E-07;2.20033E-08;-1.17511E-06;-2.20825E-07;5.49321E-07
339;0.05551065;1.027016;0.6209438;1.02972E-07;-3.23377E-07;-1.06554E-07;-9.86012E-07;-4.65683E-07;5.37912E-07
340;0.05663783;1.028995;0.6179622;8.64769E-08;-3.21674E-07;-5.14256E-08;-1.02988E-06;-4.21553E-07;5.59575E-07
341;0.05778888;1.030985;0.6149566;8.01749E-08;-3.89981E-07;5.92174E-08;-1.18884E-06;-3.29409E-07;6.16038E-07
342;0.05895282;1.032961;0.6119506;1.5897E-07;-3.72266E-07;3.37673E-07;-1.27672E-06;-3.63741E-07;4.70162E-07
343;0.06012547;1.034915;0.6089519;1.25743E-07;-4.24016E-07;6.29932E-07;-1.4575E-06;-7.28735E-08;4.7498E-07
344;0.06129487;1.036826;0.6059966;1.48698E-07;-4.52209E-07;6.27614E-07;-1.37154E-06;-1.76056E-07;6.18682E-07
345;0.06244597;1.038676;0.60312;1.97379E-07;-3.77151E-07;7.44171E-07;-1.26244E-06;-3.13366E-07;4.41772E-07
346;0.06355473;1.040437;0.6003788;1.49082E-07;-3.94745E-07;8.93523E-07;-1.40089E-06;-2.76492E-08;4.37999E-07
347;0.06461826;1.042098;0.5977875;1.62893E-07;-4.3877E-07;7.94021E-07;-1.91302E-06;-1.09891E-07;2.1592E-07
348;0.06563664;1.04366;0.5953324;2.08343E-07;-3.97531E-07;1.11506E-06;-1.93038E-06;3.46173E-08;2.14122E-08
349;0.06663498;1.045156;0.5929403;1.69473E-07;-4.61965E-07;1.20862E-06;-2.23404E-06;2.98109E-07;3.58657E-08
350;0.06763273;1.04662;0.590576;2.5841E-07;-4.24152E-07;1.89105E-06;-1.7884E-06;5.81763E-07;2.84367E-07
351;0.06863401;1.048056;0.5882207;2.49151E-07;-3.57051E-07;1.68034E-06;-1.66813E-06;3.94594E-07;8.91363E-08
352;0.06966207;1.049506;0.5858334;1.70789E-07;-4.11887E-07;1.48864E-06;-1.52776E-06;5.17006E-07;3.259E-07
353;0.07071723;1.050974;0.5834092;1.98092E-07;-3.83708E-07;1.21136E-06;-1.34392E-06;2.82489E-07;3.99544E-07
354;0.07180422;1.052461;0.5809423;1.51924E-07;-4.13583E-07;1.02457E-06;-1.33253E-06;3.15856E-07;4.46226E-07
355;0.07292772;1.053966;0.5784136;1.02022E-07;-4.96623E-07;6.26896E-07;-1.46735E-06;2.18453E-07;5.86724E-07
356;0.07410595;1.05551;0.575791;1.80583E-07;-4.57419E-07;1.15542E-06;-1.35285E-06;3.35693E-07;5.02167E-07
357;0.0753347;1.057097;0.5730762;1.58653E-07;-4.48646E-07;9.82191E-07;-9.0661E-07;2.61479E-07;7.20034E-07
358;0.07661748;1.058729;0.5702686;1.89796E-07;-4.40517E-07;7.92073E-07;-8.27792E-07;6.43972E-08;7.2189E-07
359;0.07793974;1.060391;0.5674056;1.55681E-07;-4.12161E-07;4.39271E-07;-2.8724E-07;-8.96343E-08;9.90433E-07
360;0.07928883;1.06206;0.5645104;9.99804E-08;-4.48899E-07;9.26818E-08;-3.5648E-07;-1.94157E-07;9.83565E-07
361;0.08066289;1.063739;0.5615972;1.45171E-07;-4.5908E-07;5.12914E-07;-3.74789E-07;-1.58215E-08;1.04134E-06
362;0.08202802;1.065379;0.5587246;1.61705E-07;-4.59981E-07;6.74746E-07;-4.48362E-07;1.05428E-07;9.81672E-07
363;0.08337483;1.066971;0.555917;1.90182E-07;-4.17404E-07;7.29986E-07;-4.2553E-07;9.44385E-08;8.52311E-07
364;0.08469181;1.068499;0.5531885;2.17279E-07;-4.36491E-07;1.01939E-06;-5.91871E-07;2.26104E-07;8.21533E-07
365;0.0860062;1.069991;0.5504922;2.39452E-07;-4.21858E-07;1.05656E-06;-5.57932E-07;1.76728E-07;7.16746E-07
366;0.08730268;1.071434;0.5478529;2.11749E-07;-4.21353E-07;1.00583E-06;-3.20774E-07;1.92089E-07;9.16289E-07
367;0.08858943;1.072843;0.5452571;2.53836E-07;-4.72135E-07;1.04042E-06;-8.23999E-07;1.589E-07;6.81405E-07
368;0.08985913;1.074211;0.5427142;1.84062E-07;-4.57346E-07;8.13198E-07;-7.31751E-07;1.47007E-07;7.48852E-07
369;0.09110375;1.075529;0.5402409;2.29425E-07;-4.89941E-07;1.12004E-06;-1.07955E-06;2.43128E-07;6.15326E-07
370;0.09229323;1.07677;0.5378949;1.9372E-07;-3.26167E-07;7.81861E-07;-5.8132E-07;1.20339E-07;5.6402E-07
371;0.09341077;1.07792;0.5356961;1.58283E-07;-3.94836E-07;5.89414E-07;-9.01369E-07;9.36578E-08;5.0549E-07
372;0.09449442;1.079023;0.5335814;2.49625E-07;-4.02259E-07;9.31916E-07;-1.11605E-06;6.69985E-08;3.40812E-07
373;0.09554689;1.080074;0.5315362;1.55045E-07;-4.10706E-07;7.85005E-07;-8.5213E-07;1.58122E-07;5.57086E-07
374;0.0965599;1.081076;0.5295793;1.65099E-07;-4.10579E-07;4.17758E-07;-7.88189E-07;-1.18331E-07;5.34081E-07
375;0.09747469;1.081986;0.5278302;1.39335E-07;-3.78871E-07;4.13644E-07;-6.56892E-07;2.36225E-08;5.35707E-07
376;0.0982766;1.082781;0.5263052;1.30973E-07;-4.41923E-07;1.91068E-07;-7.88687E-07;-7.33173E-08;5.81095E-07
377;0.09894896;1.083438;0.5250274;8.35754E-08;-3.00987E-07;-2.13282E-07;-3.51913E-07;-2.90838E-07;5.39504E-07
378;0.09947114;1.083951;0.5240399;7.03513E-08;-4.05737E-07;-4.33897E-07;-4.07614E-07;-4.01004E-07;7.60801E-07
379;0.09983679;1.084307;0.5233443;7.18141E-08;-3.25362E-07;-8.46662E-07;-4.00515E-07;-7.52953E-07;5.35636E-07
380;0.1000822;1.084545;0.5228753;3.35878E-08;-5.09662E-07;-8.21058E-07;-7.46985E-07;-6.36998E-07;7.62769E-07
381;0.1002264;1.084683;0.5226004;9.28682E-08;-4.07178E-07;-9.7463E-07;-4.92858E-07;-9.15919E-07;7.17009E-07
382;0.1002538;1.084709;0.5225484;-7.18981E-08;-3.99097E-07;-1.70886E-06;-5.54399E-08;-1.03586E-06;9.896E-07
383;0.1001709;1.084632;0.5227089;-3.22161E-09;-4.24122E-07;-1.64167E-06;-2.57386E-07;-1.18069E-06;8.61447E-07
384;0.09998812;1.084459;0.5230545;5.37436E-09;-3.9749E-07;-1.26519E-06;1.37326E-07;-8.90261E-07;1.09126E-06
385;0.09971911;1.0842;0.5235557;7.37069E-08;-4.13193E-07;-1.08777E-06;-6.92789E-08;-1.02095E-06;1.00453E-06
386;0.09937324;1.083863;0.5242063;2.49343E-08;-3.79999E-07;-1.37358E-06;5.94197E-08;-1.04221E-06;1.01357E-06
387;0.09895637;1.083462;0.5249967;1.0183E-07;-4.72288E-07;-7.74306E-07;-3.68017E-07;-8.00849E-07;9.5132E-07
388;0.09852404;1.083038;0.5258143;4.81416E-08;-4.55547E-07;-6.91309E-07;-2.6626E-07;-6.30065E-07;9.10229E-07
389;0.09813114;1.082652;0.5265597;8.43855E-08;-4.60201E-07;-4.55436E-07;1.64798E-07;-5.07947E-07;1.1976E-06
390;0.09780077;1.082323;0.527185;4.74145E-08;-4.76824E-07;-9.26165E-07;-5.83807E-08;-7.21662E-07;1.05617E-06
391;0.09754639;1.082071;0.5276689;9.07588E-08;-5.41822E-07;-5.23446E-07;-3.20903E-07;-4.94446E-07;9.74644E-07
392;0.0973831;1.081906;0.5279777;1.11116E-07;-5.32827E-07;-3.58435E-07;-6.63856E-07;-4.75818E-07;7.57842E-07
393;0.09731338;1.081834;0.5281042;1.29823E-07;-4.93787E-07;-2.93974E-07;-4.2303E-07;-4.67427E-07;8.48424E-07
394;0.09734796;1.081866;0.5280372;8.20582E-08;-5.33496E-07;-4.99618E-07;-8.15217E-07;-5.4586E-07;6.36764E-07
395;0.09750912;1.082016;0.5277308;1.40941E-07;-4.59028E-07;-8.14627E-08;-2.34901E-07;-3.7108E-07;8.8084E-07
396;0.09783704;1.082325;0.5271045;1.61422E-07;-5.40095E-07;1.69851E-07;-5.2953E-07;-2.97183E-07;8.18657E-07
397;0.09837638;1.082836;0.526086;1.69657E-07;-4.77988E-07;2.10633E-07;-7.84261E-08;-2.27932E-07;9.63189E-07
398;0.0991313;1.083551;0.5246733;2.6023E-07;-4.55098E-07;8.60087E-07;-2.31753E-07;2.07861E-08;9.00567E-07
399;0.1000935;1.084453;0.5228831;1.97973E-07;-4.6711E-07;6.98399E-07;-6.26643E-07;3.66624E-08;6.63873E-07
400;0.1012573;1.085527;0.5207326;2.83031E-07;-4.61702E-07;1.14161E-06;-4.31752E-07;1.58405E-07;7.94631E-07
401;0.1026239;1.086767;0.5182271;1.96804E-07;-3.97512E-07;8.20659E-07;1.30675E-07;1.34452E-07;1.04903E-06
402;0.1041837;1.088157;0.515394;2.92366E-07;-4.2534E-07;1.08369E-06;3.80685E-08;1.22451E-07;1.06002E-06
403;0.1059155;1.089678;0.5122845;2.78617E-07;-4.79982E-07;1.53475E-06;-5.50927E-07;4.71699E-07;8.14584E-07
404;0.1077991;1.091305;0.5089247;3.48515E-07;-3.83523E-07;1.54699E-06;-2.1376E-07;2.49095E-07;8.71436E-07
405;0.1098076;1.093005;0.5053665;1.23932E-07;-5.08225E-07;8.87627E-07;-7.69024E-07;2.60043E-07;7.65804E-07
406;0.1118937;1.094747;0.5016991;1.90922E-07;-4.33352E-07;6.39954E-07;-7.37211E-07;-4.62134E-08;6.04934E-07
407;0.1140131;1.096478;0.4979941;6.55959E-08;-5.3213E-07;4.16101E-07;-8.82448E-07;1.82841E-08;6.77885E-07
408;0.1161292;1.098166;0.4943202;9.11767E-08;-4.15702E-07;-2.47464E-07;-3.87071E-07;-4.76238E-07;7.12771E-07
409;0.1181933;1.099786;0.4907758;7.00858E-08;-4.78645E-07;-1.57675E-07;-4.18572E-07;-3.49365E-07;8.06919E-07
410;0.1201831;1.101316;0.4873888;4.9406E-08;-4.42825E-07;-2.95566E-07;-6.78305E-07;-3.89403E-07;4.90505E-07
