i;DC1;DC2;DC3;X1;Y1;X2;Y2;X3;Y3
1994;0.05860677;1.029644;0.6113037;4.01772E-07;-6.76195E-07;3.8623E-07;-1.49453E-06;-1.24058E-06;1.47272E-06
1995;0.05971725;1.031532;0.608437;4.47046E-07;-6.94475E-07;8.65995E-07;-1.68714E-06;-9.88285E-07;1.36106E-06
1996;0.06071963;1.033209;0.6058731;4.78816E-07;-7.08113E-07;1.24865E-06;-1.34165E-06;-8.51836E-07;1.58497E-06
1997;0.06161131;1.034667;0.6036022;5.05167E-07;-6.94867E-07;0.000001292;-1.29592E-06;-8.71331E-07;1.53408E-06
1998;0.06238714;1.035915;0.6016361;4.84777E-07;-7.01185E-07;1.12022E-06;-1.20606E-06;-9.10199E-07;1.57913E-06
1999;0.06305241;1.036959;0.5999621;4.56064E-07;-7.24219E-07;6.05006E-07;-1.13843E-06;-1.23126E-06;1.61165E-06
2000;0.06360909;1.037821;0.5985724;4.71234E-07;-7.43254E-07;6.50078E-07;-1.21914E-06;-1.20181E-06;1.60362E-06
2001;0.06405498;1.0385;0.5974623;4.90228E-07;-7.43048E-07;8.39468E-07;-1.36454E-06;-1.08254E-06;1.57157E-06
2002;0.06441506;1.039043;0.596573;4.76929E-07;-6.93452E-07;5.24196E-07;-1.09547E-06;-1.28609E-06;1.67291E-06
2003;0.06472046;1.039502;0.5958258;5.01084E-07;-7.00593E-07;4.78926E-07;-1.31493E-06;-1.34947E-06;1.54523E-06
2004;0.06498674;1.039892;0.5951702;5.36968E-07;-7.25381E-07;9.11452E-07;-1.35855E-06;-1.14926E-06;1.56885E-06
2005;0.06520505;1.040205;0.5946263;4.89865E-07;-7.37978E-07;8.95776E-07;-1.26467E-06;-1.06381E-06;1.66539E-06
2006;0.06537898;1.040456;0.5941978;4.58449E-07;-7.42954E-07;7.66723E-07;-1.67038E-06;-1.01784E-06;1.41386E-06
2007;0.06553856;1.040685;0.5938053;4.67714E-07;-7.41435E-07;8.72039E-07;-1.30955E-06;-9.89752E-07;1.6197E-06
2008;0.0657121;1.040938;0.5933841;4.70996E-07;-7.07125E-07;8.27502E-07;-1.03995E-06;-9.76104E-07;1.72612E-06
2009;0.06591606;1.041238;0.5928873;4.58473E-07;-6.79985E-07;8.69534E-07;-5.55646E-07;-9.54174E-07;2.00737E-06
2010;0.06615415;1.041586;0.5923125;4.5942E-07;-6.56315E-07;6.98848E-07;-5.01336E-07;-1.12133E-06;1.96692E-06
2011;0.06642372;1.041978;0.5916617;4.47999E-07;-7.23278E-07;9.98946E-07;-7.95092E-07;-8.69119E-07;1.91518E-06
2012;0.06673091;1.042424;0.5909197;5.04938E-07;-7.16764E-07;1.74987E-06;-7.33656E-07;-4.84954E-07;1.9199E-06
2013;0.0670827;1.042926;0.590075;4.44926E-07;-6.79266E-07;1.28956E-06;-2.99639E-07;-6.79803E-07;2.09171E-06
2014;0.06747374;1.043485;0.5891452;4.34987E-07;-6.97631E-07;1.12142E-06;-6.32678E-07;-7.90628E-07;1.90051E-06
2015;0.06791428;1.044115;0.5881011;4.876E-07;-6.93331E-07;1.43117E-06;-5.99828E-07;-7.17651E-07;1.86145E-06
2016;0.06839945;1.044802;0.586951;5.35127E-07;-7.08937E-07;1.65432E-06;-3.77419E-07;-6.92669E-07;2.05044E-06
2017;0.06890674;1.045522;0.5857555;5.57753E-07;-7.32384E-07;1.83558E-06;-7.82922E-07;-5.99831E-07;1.84144E-06
2018;0.06941125;1.046232;0.5845653;5.51693E-07;-7.77025E-07;2.00209E-06;-8.62934E-07;-4.4633E-07;1.89804E-06
2019;0.06989975;1.046921;0.5834241;6.08546E-07;-7.36608E-07;2.2708E-06;-8.44229E-07;-3.74654E-07;1.82156E-06
2020;0.0703747;1.047592;0.5823247;5.75517E-07;-7.46166E-07;2.10156E-06;-8.83282E-07;-3.85446E-07;1.80129E-06
2021;0.07084538;1.048244;0.5812389;5.87577E-07;-7.12254E-07;1.75369E-06;-3.67614E-07;-7.05059E-07;2.05643E-06
2022;0.07131622;1.048888;0.5801608;5.34194E-07;-6.66766E-07;8.31699E-07;-1.18207E-07;-1.24417E-06;2.08995E-06
2023;0.07179588;1.049534;0.5790671;5.5069E-07;-7.26828E-07;1.16187E-06;-5.47269E-07;-1.03976E-06;1.97502E-06
2024;0.07229641;1.050201;0.5779345;5.96913E-07;-6.51864E-07;1.29659E-06;3.53501E-08;-1.03198E-06;2.17803E-06
2025;0.07283446;1.050914;0.5767268;5.59212E-07;-7.0466E-07;1.06285E-06;-4.84743E-07;-1.02378E-06;1.97922E-06
2026;0.07342893;1.051693;0.5754029;5.57204E-07;-7.61909E-07;1.04639E-06;-9.615E-07;-1.02732E-06;1.73058E-06
2027;0.07409493;1.052561;0.5739259;5.27246E-07;-7.18849E-07;7.53644E-07;-8.41551E-07;-1.15073E-06;1.71823E-06
2028;0.07484449;1.053527;0.5722698;5.38135E-07;-7.29132E-07;5.79118E-07;-1.00582E-06;-1.28423E-06;1.63023E-06
2029;0.07567893;1.05459;0.5704358;5.64097E-07;-7.12981E-07;6.08853E-07;-9.46745E-07;-1.29766E-06;1.61431E-06
2030;0.07658237;1.055726;0.5684557;5.2571E-07;-7.57824E-07;4.49362E-07;-8.89315E-07;-1.30504E-06;1.75485E-06
2031;0.07754183;1.056926;0.5663724;5.19503E-07;-7.58325E-07;1.46988E-07;-1.01419E-06;-1.45828E-06;1.58891E-06
2032;0.07854068;1.058165;0.5642198;5.25529E-07;-7.72843E-07;5.7275E-07;-1.10179E-06;-1.0689E-06;1.55951E-06
2033;0.07956481;1.059425;0.5620335;5.34012E-07;-7.84071E-07;5.64384E-07;-1.24912E-06;-1.1139E-06;1.51911E-06
2034;0.08060637;1.06069;0.5598237;5.19547E-07;-8.20415E-07;4.84671E-07;-1.49653E-06;-1.11199E-06;1.37584E-06
2035;0.0816576;1.061947;0.5576128;5.37616E-07;-8.11787E-07;3.38448E-07;-1.22965E-06;-1.24104E-06;1.57787E-06
2036;0.08270858;1.063195;0.5554196;5.75077E-07;-7.34795E-07;3.27012E-07;-8.61587E-07;-1.38719E-06;1.63515E-06
2037;0.08373717;1.064401;0.5532832;5.79912E-07;-7.62562E-07;4.54662E-07;-6.57978E-07;-1.25058E-06;1.80253E-06
2038;0.08472832;1.065551;0.5512437;6.07321E-07;-7.77959E-07;5.2483E-07;-6.97158E-07;-1.24866E-06;1.81516E-06
2039;0.08565691;1.066617;0.5493362;6.22983E-07;-7.85631E-07;1.05637E-06;-8.88104E-07;-8.70669E-07;1.66447E-06
2040;0.0865084;1.067589;0.5475987;6.43891E-07;-8.48887E-07;1.34994E-06;-1.29422E-06;-7.02587E-07;1.5445E-06
2041;0.0872706;1.068463;0.5460534;6.5164E-07;-8.18446E-07;1.46412E-06;-1.35679E-06;-6.94621E-07;1.45851E-06
2042;0.08794351;1.069228;0.5446958;6.36104E-07;-8.81007E-07;1.41015E-06;-1.70249E-06;-7.14009E-07;1.35262E-06
2043;0.08853141;1.069887;0.5435108;6.28767E-07;-8.34549E-07;8.3783E-07;-1.45171E-06;-1.07653E-06;1.34141E-06
2044;0.08904742;1.070464;0.54248;6.20795E-07;-8.17225E-07;1.01849E-06;-1.15125E-06;-9.39352E-07;1.54465E-06
2045;0.08950799;1.070973;0.5415633;6.30098E-07;-7.75166E-07;1.04811E-06;-7.08005E-07;-9.75212E-07;1.71231E-06
2046;0.08994305;1.071448;0.5407031;5.76973E-07;-7.26197E-07;7.79202E-07;-4.08886E-07;-1.00323E-06;1.85112E-06
2047;0.09041608;1.071957;0.5397805;5.75123E-07;-7.70418E-07;8.30156E-07;-6.20445E-07;-1.01045E-06;1.84609E-06
2048;0.09097934;1.072561;0.538691;5.72415E-07;-7.60181E-07;9.01835E-07;-7.25041E-07;-1.03181E-06;1.65163E-06
2049;0.0916787;1.073296;0.5373505;4.63401E-07;-8.33707E-07;-2.42422E-07;-6.64488E-07;-1.56745E-06;1.8341E-06
2050;0.092567;1.074218;0.5356492;5.10655E-07;-7.35687E-07;-3.9826E-07;-1.24341E-07;-1.79631E-06;1.94163E-06
2051;0.09426328;1.075869;0.5324668;4.98244E-07;-7.83634E-07;-2.27606E-07;5.26166E-08;-1.57444E-06;2.12686E-06
2052;0.09727919;1.078589;0.5269944;5.32297E-07;-8.21679E-07;-2.06824E-07;-3.12654E-07;-1.62238E-06;2.00177E-06
2053;0.10165;1.082262;0.5193281;5.75022E-07;-8.80046E-07;2.8716E-07;-4.08859E-07;-1.29505E-06;1.99095E-06
2054;0.1073496;1.086717;0.5096265;6.18544E-07;-9.28671E-07;1.64948E-07;-6.70648E-07;-1.38642E-06;1.83899E-06
2055;0.1143187;1.091814;0.4980979;6.03856E-07;-9.40499E-07;-1.54838E-07;-8.52933E-07;-1.49195E-06;1.63819E-06
2056;0.1224752;1.097403;0.4849533;7.2432E-07;-9.21053E-07;-1.30357E-07;-1.20746E-06;-1.57799E-06;1.29991E-06
2057;0.1317226;1.103352;0.4704351;5.35094E-07;-1.03551E-06;-3.5006E-07;-1.16196E-06;-1.33602E-06;1.38288E-06
2058;0.1419571;1.109524;0.4547516;2.90301E-07;-1.10847E-06;-9.67501E-07;-1.34214E-06;-1.22631E-06;1.36187E-06
2059;0.1531056;1.115838;0.4380596;5.04221E-07;-8.07303E-07;-1.8578E-07;-1.81844E-06;-9.79361E-07;5.9891E-07
2060;0.1650625;1.122189;0.4205445;-1.24645E-06;-9.55452E-07;-7.49818E-07;-1.71226E-06;1.13792E-06;7.46442E-07
2061;0.1771325;1.127995;0.4034404;-1.28452E-06;-7.18413E-07;-8.47832E-07;-2.01171E-06;1.17019E-06;1.95607E-07
2062;0.1886985;1.132878;0.3877086;-1.24312E-06;-9.90727E-07;-0.000001083;-1.70094E-06;1.04921E-06;5.56805E-07
2063;0.1995785;1.136903;0.3734499;-1.3441E-06;-1.01749E-06;-1.43988E-06;-1.67157E-06;1.00125E-06;5.30626E-07
2064;0.2096612;1.140193;0.3606719;-1.42324E-06;-1.04865E-06;-1.9072E-06;-1.61619E-06;9.29283E-07;4.79781E-07
2065;0.2189585;1.142857;0.3492362;-1.52359E-06;-1.18696E-06;-2.15021E-06;-1.82454E-06;9.82036E-07;4.72478E-07
2066;0.2277967;1.145033;0.3387013;-1.50486E-06;-1.20566E-06;-2.01262E-06;-1.28286E-06;1.08305E-06;8.22732E-07
2067;0.2355087;1.146735;0.3296922;-1.34951E-06;-1.03198E-06;-2.06155E-06;-9.38976E-07;8.01139E-07;7.32739E-07
2068;0.2420826;1.14804;0.3221438;-1.18686E-06;-1.04931E-06;-1.77399E-06;-5.16404E-07;7.14527E-07;9.46072E-07
2069;0.2475005;1.149018;0.3160176;-1.37861E-06;-1.26911E-06;-2.47646E-06;1.94095E-07;5.59043E-07;1.59136E-06
2070;0.2517714;1.149729;0.3112545;3.88982E-07;-1.22056E-06;-1.72109E-06;3.2621E-13;-1.33796E-06;1.40668E-06
2071;0.2549484;1.150231;0.3077586;6.17965E-07;-1.43643E-06;-1.26668E-06;3.33134E-07;-1.35823E-06;1.83436E-06
2072;0.2571182;1.150551;0.3053961;6.57692E-07;-1.12667E-06;-8.93722E-07;5.84091E-07;-1.18004E-06;1.56665E-06
2073;0.2584308;1.150732;0.3039752;7.61094E-07;-1.26077E-06;-7.08965E-07;1.91555E-07;-1.1781E-06;1.5051E-06
2074;0.2590483;1.150808;0.3033087;8.18896E-07;-1.25724E-06;-2.32689E-07;5.95191E-08;-1.02324E-06;1.42685E-06
2075;0.2590384;1.150806;0.3033162;1.04143E-06;-1.19089E-06;5.43172E-07;3.97537E-07;-8.51934E-07;1.55169E-06
2076;0.2581597;1.15071;0.3042486;9.62385E-07;-1.36146E-06;5.05016E-07;-3.88156E-07;-7.87321E-07;1.31809E-06
2077;0.2571442;1.150592;0.3053213;1.02446E-06;-1.37926E-06;8.10244E-07;-3.30646E-07;-6.84828E-07;1.35505E-06
2078;0.2560793;1.150473;0.3064488;1.11376E-06;-1.38316E-06;6.17595E-07;-7.38645E-07;-8.55614E-07;1.13404E-06
2079;0.2550121;1.150347;0.3075777;1.17822E-06;-1.54097E-06;1.18315E-06;-1.17458E-06;-6.22258E-07;1.10935E-06
2080;0.2539858;1.150217;0.3086638;1.28213E-06;-1.4974E-06;1.28966E-06;-1.11369E-06;-7.17372E-07;1.09237E-06
2081;0.2530377;1.150082;0.3096657;1.12491E-06;-1.63285E-06;9.6616E-07;-1.68931E-06;-7.04908E-07;9.49721E-07
2082;0.2521852;1.149966;0.3105689;1.11496E-06;-1.62329E-06;7.5152E-07;-1.78835E-06;-7.89836E-07;9.68308E-07
2083;0.2513909;1.149861;0.3114188;1.07447E-06;-1.41714E-06;8.43068E-07;-1.18569E-06;-7.22416E-07;1.06853E-06
2084;0.2505937;1.149746;0.3122742;1.16873E-06;-1.47756E-06;1.21094E-06;-1.25912E-06;-6.38162E-07;0.000001128
2085;0.2473133;1.148839;0.3162785;6.6404E-07;-9.80127E-07;6.63351E-07;-1.22134E-06;-3.17406E-07;3.66097E-07
2086;0.2331787;1.143013;0.3353714;6.90888E-07;-9.70948E-07;6.07591E-07;-8.71076E-07;-4.6109E-07;7.49577E-07
2087;0.2183311;1.136536;0.3557571;7.30532E-07;-9.31572E-07;8.27958E-07;-1.08868E-06;-5.17747E-07;6.43308E-07
2088;0.2035547;1.130098;0.3760443;7.80669E-07;-8.1121E-07;1.64278E-06;-7.21487E-07;-2.15035E-07;8.16452E-07
2089;0.1889923;1.123802;0.3959858;7.56418E-07;-7.42715E-07;1.40614E-06;-9.74668E-07;-4.05755E-07;7.05639E-07
2090;0.1746825;1.11767;0.4155303;6.09643E-07;-6.79884E-07;1.10539E-06;-8.11823E-07;-4.40409E-07;8.49516E-07
2091;0.1606134;1.111688;0.4346984;5.81088E-07;-5.88559E-07;7.6175E-07;-5.63613E-07;-6.92745E-07;1.01298E-06
2092;0.1467695;1.105825;0.4535212;4.65216E-07;-5.11238E-07;5.52307E-07;1.75758E-07;-7.84452E-07;1.33944E-06
2093;0.133183;1.100097;0.4719607;4.38965E-07;-5.45518E-07;4.40484E-07;-1.44113E-08;-8.55575E-07;1.39224E-06
2094;0.1198956;1.094529;0.4899674;2.84634E-07;-3.53286E-07;-1.80721E-07;4.52556E-07;-1.05831E-06;1.43005E-06
2095;0.1094947;1.090008;0.5041964;6.59636E-07;-7.02809E-07;5.83445E-07;7.17338E-07;-1.13289E-06;2.27194E-06
2096;0.1104274;1.090733;0.5025703;5.96234E-07;-5.5146E-07;6.20689E-07;5.58821E-07;-1.00776E-06;1.78344E-06
2097;0.112508;1.092398;0.4989608;5.02206E-07;-5.37449E-07;4.12008E-07;9.13374E-07;-8.95701E-07;1.9347E-06
2098;0.1148491;1.09424;0.4949314;4.14013E-07;-4.96103E-07;-3.39313E-08;1.02806E-06;-1.06247E-06;1.87121E-06
2099;0.1172395;1.096089;0.4908527;4.10632E-07;-4.50364E-07;3.54514E-07;1.27692E-06;-7.41759E-07;1.88178E-06
2100;0.1196126;1.097898;0.4868456;4.19376E-07;-3.59293E-07;6.76823E-07;1.64995E-06;-5.69233E-07;1.91075E-06
2101;0.1219657;1.099661;0.4829011;4.01298E-07;-2.91683E-07;1.16568E-06;0.000001794;-1.6556E-07;1.80494E-06
2102;0.1243375;1.101411;0.4789541;3.73721E-07;-3.6738E-07;1.2675E-06;9.82415E-07;1.24111E-09;1.41965E-06
2103;0.1267352;1.103153;0.4749941;4.13153E-07;-3.00872E-07;1.51739E-06;8.94637E-07;1.34716E-07;1.19127E-06
2104;0.1291557;1.104881;0.4710283;3.72152E-07;-3.28326E-07;1.62299E-06;8.64412E-07;3.08506E-07;1.24947E-06
2105;0.131486;1.106492;0.4672504;3.71449E-07;-3.32659E-07;1.04488E-06;5.78791E-07;9.10231E-09;1.03616E-06
2106;0.1336539;1.107935;0.4637856;2.18129E-07;-4.26366E-07;7.62537E-07;3.74672E-07;1.23587E-07;1.09805E-06
2107;0.1356715;1.109234;0.4606053;2.0639E-07;-4.09129E-07;4.46646E-07;3.99905E-07;-8.43117E-08;1.06521E-06
2108;0.137586;1.110431;0.4576147;1.86016E-07;-4.49844E-07;5.37607E-07;2.5657E-07;4.97087E-08;1.0365E-06
2109;0.1394519;1.111576;0.4547185;1.14096E-07;-4.64165E-07;-1.38815E-07;2.15393E-07;-2.77807E-07;1.04322E-06
2110;0.1412853;1.112678;0.4518817;-1.04809E-08;-5.12959E-07;-7.11934E-07;-3.11466E-07;-3.73634E-07;7.69081E-07
2111;0.1430688;1.113738;0.4491394;1.72485E-08;-5.47197E-07;-8.50312E-07;-5.80513E-07;-5.1269E-07;6.68672E-07
2112;0.1447603;1.114736;0.4465531;6.08085E-08;-4.54587E-07;-5.30161E-07;-2.69477E-07;-3.9708E-07;7.33397E-07
2113;0.1463437;1.115654;0.444142;-3.77468E-08;-5.58238E-07;-9.12756E-07;-4.06328E-07;-4.96106E-07;8.48714E-07
2114;0.1478246;1.116494;0.4418961;1.99964E-08;-6.66509E-07;-1.02032E-06;-1.36883E-06;-6.89072E-07;3.9013E-07
2115;0.1492177;1.117273;0.439803;-1.09858E-07;-7.26295E-07;-1.36371E-06;-1.5048E-06;-7.46259E-07;3.78893E-07
2116;0.150525;1.117986;0.4378517;-2.22678E-08;-6.53963E-07;-1.31898E-06;-1.25054E-06;-8.76884E-07;4.04916E-07
2117;0.1517949;1.118667;0.4359753;-7.41634E-08;-6.71032E-07;-1.3088E-06;-1.29019E-06;-7.38266E-07;4.50288E-07
2118;0.1531012;1.11935;0.4340617;-6.11623E-08;-6.17961E-07;-1.31843E-06;-9.21028E-07;-7.94196E-07;5.37448E-07
2119;0.1544984;1.120067;0.4320394;-9.53625E-08;-5.77703E-07;-1.14851E-06;-5.6182E-07;-6.63501E-07;6.44946E-07
2120;0.1560173;1.120832;0.4298576;-3.62164E-11;-5.4663E-07;-1.01926E-06;-3.62007E-07;-7.37585E-07;7.31304E-07
2121;0.1576893;1.121656;0.4274648;-9.47707E-08;-5.32599E-07;-1.46184E-06;-2.68262E-07;-8.11749E-07;7.42939E-07
2122;0.1595466;1.122555;0.4248159;-7.54219E-08;-6.32437E-07;-1.51695E-06;-6.27586E-07;-8.51379E-07;6.56556E-07
2123;0.1615954;1.123531;0.4219157;-6.86708E-08;-5.0172E-07;-1.39768E-06;-2.64974E-08;-7.9502E-07;7.54512E-07
2124;0.1638156;1.124572;0.4187933;-5.29058E-08;-4.27042E-07;-1.14657E-06;8.46283E-07;-6.39999E-07;1.17517E-06
2125;0.1661766;1.125655;0.415495;5.92191E-08;-3.83109E-07;-7.02447E-07;7.05669E-07;-5.22277E-07;1.0454E-06
2126;0.1686957;1.126781;0.4120045;6.61675E-09;-4.80444E-07;-7.5778E-07;4.01963E-07;-4.47193E-07;1.00833E-06
2127;0.1713652;1.127926;0.4083292;2.27992E-08;-5.28698E-07;-9.27816E-07;-2.62265E-07;-5.56147E-07;6.57641E-07
2128;0.1741395;1.129081;0.4045496;-3.6228E-08;-5.81655E-07;-1.16454E-06;-4.194E-07;-5.97262E-07;6.92144E-07
2129;0.1769543;1.130212;0.4007428;7.00519E-08;-5.48512E-07;-1.05179E-06;-4.86367E-07;-6.39779E-07;5.87719E-07
2130;0.1797743;1.131321;0.3969635;-7.55246E-08;-6.35084E-07;-1.27058E-06;-5.15095E-07;-5.59914E-07;6.57299E-07
2131;0.1825675;1.132395;0.3932547;7.64378E-08;-5.68097E-07;-8.16176E-07;-3.42656E-07;-5.53212E-07;6.78129E-07
2132;0.1852882;1.133412;0.3896721;-2.33973E-08;-5.60415E-07;-1.11832E-06;-1.42201E-07;-6.05947E-07;7.70221E-07
2133;0.1879026;1.13437;0.3862489;3.09617E-08;-6.49429E-07;-9.17829E-07;-6.11839E-07;-5.64411E-07;6.32027E-07
2134;0.1903985;1.135265;0.3830018;7.60303E-08;-6.56097E-07;-4.85686E-07;-9.38247E-07;-3.92642E-07;4.52161E-07
2135;0.1927403;1.136085;0.3799755;5.34707E-08;-6.31704E-07;-5.7096E-07;-3.62527E-07;-4.07686E-07;7.35321E-07
2136;0.194821;1.136803;0.37731;1.11647E-07;-5.66906E-07;-5.616E-07;2.98067E-08;-4.76157E-07;8.08717E-07
2137;0.1965269;1.13739;0.3751415;2.16998E-07;-5.60666E-07;-1.21591E-08;2.71467E-07;-3.22067E-07;9.63536E-07
2138;0.1978017;1.137823;0.373524;2.98966E-07;-5.74654E-07;2.11711E-07;-2.47283E-07;-2.85353E-07;6.53376E-07
2139;0.1986728;1.138128;0.3724296;2.5228E-07;-5.4308E-07;3.30031E-07;1.90838E-07;-1.51732E-07;8.90482E-07
2140;0.1991662;1.138301;0.3718122;4.15801E-07;-5.2781E-07;8.89012E-07;2.35686E-08;-8.09017E-08;8.00937E-07
2141;0.1993211;1.138357;0.3716179;3.37589E-07;-5.7771E-07;9.24945E-07;9.16449E-08;-2.79131E-09;9.04773E-07
2142;0.1992041;1.138322;0.3717651;4.78977E-07;-4.74385E-07;1.4741E-06;9.8619E-08;9.86038E-08;7.98738E-07
2143;0.1988975;1.138226;0.3721512;5.2045E-07;-4.20901E-07;1.58574E-06;3.30126E-07;1.33136E-07;8.89913E-07
2144;0.1984835;1.138093;0.3726723;4.06287E-07;-3.92952E-07;9.9522E-07;4.88253E-07;-2.34912E-08;9.28179E-07
2145;0.1980509;1.13796;0.3732165;3.45311E-07;-4.26122E-07;8.13142E-07;2.36882E-07;-2.86905E-08;8.33949E-07
2146;0.1977196;1.137857;0.3736275;3.36538E-07;-4.42759E-07;4.97062E-07;-1.11743E-07;-1.89857E-07;7.29022E-07
2147;0.19763;1.137835;0.3737396;2.17198E-07;-3.89312E-07;1.73603E-07;2.05055E-07;-1.97958E-07;8.48818E-07
2148;0.1978395;1.137903;0.3734853;1.2702E-07;-3.65417E-07;-3.35268E-07;6.87819E-07;-3.97478E-07;1.07615E-06
2149;0.1983026;1.138046;0.3729174;1.10046E-07;-4.02947E-07;-2.63829E-07;3.05317E-07;-3.63093E-07;9.09817E-07
2150;0.1989645;1.138249;0.3720989;1.73637E-07;-3.02931E-07;-1.25289E-07;7.8228E-07;-3.2873E-07;1.02852E-06
2151;0.1997491;1.138494;0.3711269;1.48815E-07;-3.12083E-07;-1.80076E-07;6.8111E-07;-3.13937E-07;9.67469E-07
2152;0.2005645;1.138752;0.3701172;5.95766E-08;-4.08715E-07;-7.89544E-07;7.12458E-07;-5.21969E-07;1.06233E-06
2153;0.201316;1.138992;0.3691845;-2.82468E-08;-4.74909E-07;-1.06477E-06;2.21652E-07;-5.88862E-07;8.42554E-07
2154;0.2019299;1.139193;0.3684224;4.62509E-08;-4.9927E-07;-8.67405E-07;1.41223E-07;-5.97851E-07;8.41214E-07
2155;0.2023526;1.139336;0.3678991;4.4452E-08;-4.63653E-07;-8.30386E-07;1.95948E-07;-5.72295E-07;8.22775E-07
2156;0.2025401;1.139416;0.367677;2.28084E-08;-4.87474E-07;-4.5488E-07;5.15688E-07;-3.80323E-07;9.94022E-07
2157;0.2024528;1.139404;0.3677955;1.76865E-07;-5.06394E-07;1.15501E-07;3.18553E-07;-2.55937E-07;8.97973E-07
2158;0.2020981;1.139312;0.3682442;1.73639E-07;-5.24728E-07;2.56458E-07;2.48626E-07;-1.78545E-07;9.13498E-07
2159;0.201561;1.13916;0.3689154;2.92803E-07;-4.48683E-07;6.19519E-07;2.94196E-07;-1.22058E-07;8.76811E-07
2160;0.2009366;1.138988;0.3696995;2.59493E-07;-5.24215E-07;6.86031E-07;6.47779E-08;-6.39714E-08;8.15779E-07
2161;0.2002883;1.138802;0.3705105;2.15991E-07;-6.29722E-07;4.32765E-07;-4.01915E-07;-1.25661E-07;7.06397E-07
2162;0.1996551;1.138618;0.3713027;2.71947E-07;-6.12874E-07;9.05084E-07;-3.04159E-07;8.53209E-08;7.28343E-07
2163;0.1990587;1.138444;0.3720519;4.36408E-07;-5.14798E-07;1.65805E-06;3.27312E-07;2.62542E-07;9.52621E-07
2164;0.1984954;1.138274;0.3727627;3.98268E-07;-5.1192E-07;1.63325E-06;5.55628E-07;3.09932E-07;1.0563E-06
2165;0.1979644;1.138106;0.373431;4.8809E-07;-4.95357E-07;1.99537E-06;5.85542E-07;3.63356E-07;1.02341E-06
2166;0.1974788;1.137948;0.3740421;3.99966E-07;-4.82608E-07;1.59677E-06;5.00699E-07;3.36675E-07;9.88595E-07
2167;0.1970561;1.137809;0.3745752;3.20203E-07;-5.14161E-07;1.16053E-06;3.42072E-07;1.54623E-07;9.70446E-07
2168;0.196725;1.137697;0.3749901;3.49033E-07;-5.00777E-07;1.31236E-06;3.18886E-07;2.22351E-07;9.33029E-07
2169;0.1964795;1.137612;0.3752975;2.50567E-07;-6.00681E-07;5.67357E-07;7.62477E-08;-5.41135E-08;9.0887E-07
2170;0.1962956;1.137543;0.3755251;1.79257E-07;-5.82449E-07;2.39347E-07;2.28029E-07;-1.5532E-07;9.82199E-07
2171;0.1961804;1.1375;0.3756668;2.22262E-07;-4.86036E-07;2.58578E-07;4.86362E-07;-1.87035E-07;9.86364E-07
2172;0.1961642;1.137489;0.3756835;1.48606E-07;-5.50442E-07;3.69032E-08;1.20424E-07;-2.15072E-07;9.17505E-07
2173;0.1962784;1.137521;0.3755364;-3.01831E-08;-6.60778E-07;-0.000001066;-4.22835E-07;-5.81559E-07;7.47902E-07
2174;0.1965485;1.137604;0.3751916;-4.86011E-08;-6.01297E-07;-1.0309E-06;-3.22218E-07;-5.42943E-07;7.48539E-07
2175;0.1969758;1.137744;0.3746543;-1.84746E-07;-5.90038E-07;-1.9856E-06;-1.2067E-07;-8.72034E-07;8.34497E-07
2176;0.1975354;1.137916;0.373948;-4.28009E-08;-4.93577E-07;-1.10039E-06;3.6343E-07;-6.32451E-07;9.45667E-07
2177;0.1982099;1.138112;0.3730951;-5.89458E-08;-4.75877E-07;-1.15836E-06;5.6572E-07;-6.5205E-07;9.84921E-07
2178;0.1990053;1.138351;0.3721009;-2.06614E-08;-4.3476E-07;-9.44988E-07;6.48293E-07;-5.6393E-07;9.73831E-07
2179;0.1999361;1.138628;0.3709397;-3.72677E-08;-5.19413E-07;-9.37079E-07;3.50908E-07;-5.67476E-07;8.93109E-07
2180;0.2010318;1.138947;0.3695763;-1.1737E-07;-5.31599E-07;-1.39565E-06;-9.48439E-08;-6.94445E-07;6.93765E-07
2181;0.2022899;1.139305;0.3680156;-9.60657E-08;-5.31262E-07;-1.07829E-06;8.00046E-08;-5.85743E-07;8.27383E-07
2182;0.2036899;1.139698;0.3662881;-7.88972E-08;-4.44229E-07;-1.23627E-06;2.16758E-07;-6.85149E-07;7.71111E-07
2183;0.20519;1.140114;0.3644454;-3.08476E-08;-3.49544E-07;-8.64941E-07;7.532E-07;-5.12915E-07;9.75368E-07
2184;0.2067268;1.140528;0.3625615;-1.68595E-08;-3.71654E-07;-8.00422E-07;6.4814E-07;-4.96413E-07;9.6539E-07
2185;0.2082495;1.140927;0.3606986;1.42617E-07;-4.07189E-07;3.35601E-07;5.53947E-07;-8.91347E-08;9.97414E-07
2186;0.209723;1.141313;0.3588989;1.51583E-07;-3.61439E-07;-3.13413E-09;6.49189E-07;-2.99136E-07;9.94257E-07
2187;0.211124;1.141685;0.3571958;1.82624E-07;-3.89618E-07;4.63582E-07;5.73641E-07;-8.39345E-08;1.0016E-06
2188;0.2124378;1.14202;0.3555968;1.46275E-07;-4.08195E-07;2.04866E-07;4.08673E-07;-1.81211E-07;9.46872E-07
2189;0.213643;1.142326;0.3541384;1.86472E-07;-3.90577E-07;5.58027E-07;6.61644E-07;-8.20876E-10;1.06569E-06
2190;0.2147048;1.142592;0.3528572;2.66249E-07;-4.16954E-07;7.48952E-07;6.21252E-07;-1.51903E-08;1.05097E-06
