Time,Interferometric Phase,Sensitivity,PTI Signal
s,rad,1/rad,µrad
3430,0.9543569383746026,0.5846236548580751,8.644080619297526
3431,0.9354805883670952,0.58872797070227,14.95581633570907
3432,0.9090062536305159,0.594130601152434,2.383661490681878
3433,0.8778790718604929,0.5999498750702088,1.0942580436718785
3434,0.845280591367572,0.6054210169762427,4.874148770153951
3435,0.8140270196300099,0.6100624686467042,-5.713768844293305
3436,0.7862347906953024,0.6136894857567955,5.110959420070976
3437,0.7652229882947321,0.6161171258536327,4.810870661464214
3438,0.7540384539784105,0.6172984883074398,7.2264873485341194
3439,0.7527393364205949,0.617430704323185,5.119192312767335
3440,0.7603396880273317,0.6166424107462154,3.3820415118730023
3441,0.7767925112300643,0.6148140043101645,3.903288221581432
3442,0.8031831030099006,0.611533870394936,-6.904326454182579
3443,0.8394875149327534,0.6063261313518765,0.7790331259024247
3444,0.8844330094956124,0.5987727333292104,3.6715853864294616
3445,0.9368002574372392,0.5884478362646803,2.359800712298327
3446,0.995144261722257,0.5750459082164305,7.207220196238347
3447,1.0564655729543735,0.5588517518948984,0.35524608584208556
3448,1.116502556202284,0.5559733354593339,3.4964539222431106
3449,1.1707583597813092,0.5695290478313081,5.403078662308951
3450,1.215304064224846,0.5794073413575954,5.584909309082833
3451,1.2475813860383669,0.5858478358778537,6.3922996212598155
3452,1.26736751952121,0.589494562645782,8.679222759097563
3453,1.2751205383934474,0.5908606458455655,6.35309954518087
3454,1.2635122326438122,0.5888020643967918,0.7036243773958462
3455,1.2538676713684511,0.5870313711175477,4.338587568846806
3456,1.2437020007090471,0.5851058990541425,-4.581252546721243
3457,1.2402580480435934,0.5844398603301023,4.477584289428654
3458,1.2505614818591888,0.5864117952318145,2.481142743696311
3459,1.270935172790975,0.5901275898768146,5.14619153444289
3460,1.2912420247741225,0.5935874539662438,-1.7110991189196443
3461,1.3037338858688394,0.5955942960603751,5.432555110224345
3462,1.3067219687670082,0.5960605743961197,4.417790036342157
3463,1.301603556116191,0.595258619263099,8.269827616887305
3464,1.2898043903138892,0.5933505457138364,4.263251362024343
3465,1.2703478570186324,0.5900238956569219,1.6882804249404741
3466,1.2456349196888437,0.5854766733799213,0.1664374740771146
3467,1.2195304240734324,0.5802851458225681,-1.0481556815313355
3468,1.1937602283798343,0.5747722398112,10.835032079648046
3469,1.1710043471775473,0.5695867187905377,3.5169385123604644
3470,1.153042251041588,0.5652851650336721,6.101528628411079
3471,1.1391206040812938,0.5618256879436433,6.228414721521036
3472,1.1280300037851554,0.5589917578974516,-1.3942533689371976
3473,1.1226565086484714,0.5575939448794728,4.227854195351908
3474,1.1269506392319628,0.5587122757970513,3.989739285659909
3475,1.1434277679002978,0.5629076664267338,1.877922281245048
3476,1.1697805877572174,0.5692994716008543,13.188811157813774
3477,1.1977361946447287,0.5756477973732245,-5.979484864023161
3478,1.2195336386441524,0.5802858095380651,-5.545614491622179
3479,1.2341832873956502,0.5832481476056098,1.5344273897253848
3480,1.243225721661937,0.5850142030185073,8.453459531000329
3481,1.2514619338171735,0.5865811742745237,-0.9649749899824827
3482,1.2651739365182995,0.5891016183757914,4.991624342585716
3483,1.286418126247679,0.5927876768431267,5.35174960216375
3484,1.3104363741251261,0.5966327722843363,1.7913045012578468
3485,1.3284567032898378,0.5992917927522529,-0.26504137310910736
3486,1.335197217390874,0.6002364353291498,6.487432167620897
3487,1.3351491458202678,0.600229794889437,-11.652417527091902
3488,1.3353066669881086,0.6002515491419188,6.048278723359964
3489,1.3388921931992186,0.6007426945148115,10.142697378520392
3490,1.349599888746519,0.6021634392063984,8.45199718353663
3491,1.3645924685558153,0.6040366766841998,-2.0260566841722674
3492,1.3784052619877472,0.6056423502178153,0.9652593513697616
3493,1.393701826159629,0.6072856571755463,1.060025766329003
3494,1.4111298195365647,0.6089847516505006,6.339558529119494
3495,1.4279196676965569,0.6104467071755614,5.101172408894566
3496,1.4421750039637735,0.6115529117515207,4.962189787726447
3497,1.451224088606432,0.6121906456552362,2.277410980110118
3498,1.4509562983161906,0.6121724926892362,1.0652568269165246
3499,1.441067156635093,0.6114713944848129,2.562736230647824
3500,1.4254952059102166,0.6102462211146105,-0.22095239841333814
3501,1.40828849103052,0.6087203506641194,1.6675523355198785
3502,1.3930386327878257,0.6072173545043607,-1.2711760844322213
3503,1.3833306139964963,0.606186967375691,8.460329344083167
3504,1.3805683776064088,0.605883345281248,3.7965438735611974
3505,1.3832470442458071,0.6061778493148453,3.7539164716046463
3506,1.3897525697543769,0.6068749814659387,7.053706927726343
3507,1.4008256969379589,0.6080024984026934,4.826290657070513
3508,1.4180608125825087,0.6096090900050637,1.695328526758131
3509,1.442654464969443,0.611587958591349,4.9950608591242345
3510,1.472032273879588,0.613466854920072,2.0696889288851725
3511,1.499799444088603,0.6147560867282276,4.1812982345437835
3512,1.5214669777229335,0.6154329294833171,2.8083151060349185
3513,1.537043528928335,0.6157410074214182,-0.1059586622015073
3514,1.5486780345405433,0.6158736551956159,-4.14464517987408
3515,1.5584397377499515,0.6159206350948391,1.4476006140807427
3516,1.5675637361829735,0.6159114807565984,3.609597201216472
3517,1.5763349674081286,0.6158543429286985,1.6829610275042068
3518,1.584721684258819,0.6157553997369671,-5.465803150095086
3519,1.5922121290612588,0.6156304153774145,7.382286978554527
