Interferometric Phase;PTI;R1;R2;R3;System_Phase_1;System_Phase_2;System_Phase_3
-2.77567;-3.7773e-06;7.49854e-07;2.50967e-06;1.01303e-06;2.22494;-0.775007;1.70743
-2.78059;-3.91735e-06;7.99727e-07;2.23621e-06;1.25237e-06;2.2344;-0.923115;2.21046
-2.78614;-3.99441e-06;7.98927e-07;2.40908e-06;1.22071e-06;2.23649;-1.0561;2.43306
-2.7922;-3.87133e-06;7.59499e-07;2.38721e-06;1.25485e-06;2.31121;-1.07356;2.64806
-2.79862;-3.81329e-06;7.57134e-07;2.3703e-06;1.22921e-06;2.32884;-1.07092;2.68901
-2.8052;-3.87398e-06;7.37227e-07;2.1913e-06;1.65015e-06;2.30237;-1.20694;2.7448
-2.81175;-4.02419e-06;7.61702e-07;2.16162e-06;1.65916e-06;2.29799;-1.14502;2.58951
-2.81811;-3.83271e-06;7.16178e-07;2.26348e-06;1.28021e-06;2.33363;-0.993373;2.51418
-2.82413;-3.91376e-06;7.01568e-07;2.13737e-06;1.42349e-06;2.26036;-0.884518;2.09651
-2.82967;-4.05733e-06;7.1197e-07;1.9563e-06;1.78345e-06;2.20992;-0.851704;1.95548
-2.8346;-4.16168e-06;7.08352e-07;1.8729e-06;1.95761e-06;2.20206;-0.864528;2.02487
-2.83887;-4.02159e-06;6.666e-07;2.06646e-06;1.7903e-06;2.20155;-0.722189;1.80203
-2.84249;-3.91986e-06;6.50987e-07;2.07451e-06;1.61951e-06;2.18318;-0.797489;1.85134
-2.84548;-4.07725e-06;6.85458e-07;2.04848e-06;1.68963e-06;2.19202;-0.978087;2.06813
-2.84788;-4.02295e-06;6.82357e-07;2.26853e-06;1.41192e-06;2.20122;-1.0282;2.17658
-2.84968;-3.82336e-06;6.65987e-07;2.48215e-06;9.94062e-07;2.22227;-1.00496;2.17788
-2.85089;-3.82305e-06;6.56435e-07;2.39286e-06;1.21141e-06;2.21092;-1.16068;2.49734
-2.85148;-4.05229e-06;7.11207e-07;2.22235e-06;1.81918e-06;2.1819;-1.36393;2.6026
-2.85149;-4.09647e-06;7.20545e-07;2.02742e-06;2.10894e-06;2.24558;-1.37048;2.64446
-2.85108;-4.00898e-06;7.0554e-07;2.06258e-06;2.22224e-06;2.27883;-1.44202;2.76916
-2.8504;-4.08941e-06;7.07886e-07;1.91198e-06;2.13953e-06;2.21816;-1.36133;2.56167
-2.84955;-4.14648e-06;7.0558e-07;1.7857e-06;2.20236e-06;2.22545;-1.29594;2.45737
-2.84867;-4.31833e-06;7.11933e-07;1.49063e-06;2.54272e-06;2.24399;-1.16145;2.32874
-2.8479;-4.2566e-06;6.89307e-07;1.46555e-06;2.5539e-06;2.20376;-1.24654;2.32546
-2.84731;-4.3519e-06;6.86418e-07;1.26516e-06;2.78502e-06;2.13653;-1.13888;2.19023
-2.84698;-4.44382e-06;6.95225e-07;1.30166e-06;2.85962e-06;2.14658;-1.19189;2.22317
-2.84696;-4.35325e-06;6.80594e-07;1.48397e-06;2.6107e-06;2.14671;-0.741451;1.99995
-2.84726;-4.28428e-06;6.62426e-07;1.63839e-06;2.56275e-06;2.10184;-0.641918;1.81553
-2.84784;-4.13129e-06;6.32192e-07;2.21541e-06;1.78175e-06;2.06563;-0.826603;1.76293
-2.84859;-4.23752e-06;6.40855e-07;2.21155e-06;2.01773e-06;2.07339;-0.711848;1.68633
-2.84947;-3.99563e-06;6.0699e-07;2.21431e-06;1.5156e-06;2.14412;-0.930118;2.02662
-2.85051;-4.03116e-06;6.23246e-07;2.22455e-06;1.52364e-06;2.1128;-1.00853;2.08414
-2.85175;-3.88912e-06;5.94207e-07;2.7221e-06;9.09155e-07;2.08986;-1.02525;2.03337
-2.8532;-3.89088e-06;5.91631e-07;2.55482e-06;1.06698e-06;2.15887;-0.937064;2.04497
-2.85483;-3.90583e-06;5.92693e-07;2.3247e-06;1.36125e-06;2.19669;-1.08572;2.38319
-2.85664;-3.93656e-06;5.88779e-07;2.13139e-06;1.54375e-06;2.18742;-1.03079;2.22051
-2.8586;-4.02658e-06;5.95275e-07;1.91325e-06;1.87301e-06;2.18878;-1.08883;2.27748
-2.86068;-3.85666e-06;5.58173e-07;2.17009e-06;1.64624e-06;2.26615;-1.15818;2.60484
-2.86285;-4.00867e-06;5.94592e-07;1.73066e-06;2.07815e-06;2.21326;-1.15574;2.35447
-2.8651;-4.00614e-06;5.85507e-07;1.80213e-06;2.04254e-06;2.20879;-1.19825;2.38441
-2.86743;-4.19426e-06;6.06997e-07;1.69344e-06;2.22114e-06;2.22143;-0.957277;2.14599
-2.86983;-4.10058e-06;5.91312e-07;1.8555e-06;1.99042e-06;2.24269;-1.02612;2.27257
-2.87224;-4.08454e-06;6.01159e-07;1.57951e-06;2.25709e-06;2.18519;-1.13199;2.26149
-2.87466;-4.03775e-06;5.93551e-07;2.04195e-06;1.71775e-06;2.14708;-1.02702;2.18167
-2.87708;-4.0694e-06;6.05932e-07;2.10825e-06;1.71409e-06;2.19294;-1.07364;2.35908
-2.87957;-3.97208e-06;6.01988e-07;2.39232e-06;1.46863e-06;2.1885;-1.18136;2.57638
-2.88223;-3.88888e-06;5.9204e-07;2.67038e-06;1.2203e-06;2.16317;-1.20945;2.75588
-2.88519;-3.95403e-06;6.17615e-07;2.74788e-06;1.27993e-06;2.169;-1.23634;2.83773
-2.88851;-3.82905e-06;5.71834e-07;3.04569e-06;1.1698e-06;2.16652;-1.26608;-3.13954
-2.8922;-3.65191e-06;5.22882e-07;3.62378e-06;1.03165e-06;2.16374;-1.22837;-2.46942
-2.89618;-3.66478e-06;5.19018e-07;3.4548e-06;1.33731e-06;2.17899;-1.30157;-2.68003
-2.90035;-3.70158e-06;5.28249e-07;3.39774e-06;1.37192e-06;2.20283;-1.31455;-2.74727
-2.90463;-3.66634e-06;5.12438e-07;3.06399e-06;1.15159e-06;2.21398;-1.2459;-2.98297
-2.9089;-3.75095e-06;5.18666e-07;2.80341e-06;1.30416e-06;2.18572;-1.29898;3.01328
-2.91302;-3.75924e-06;5.02162e-07;2.89033e-06;8.21454e-07;2.18087;-1.1366;2.77767
-2.91689;-3.73905e-06;4.74245e-07;2.85463e-06;7.9459e-07;2.1888;-1.11307;2.66639
-2.92039;-3.67388e-06;4.59033e-07;2.78529e-06;8.26881e-07;2.19373;-1.134;2.68396
-2.92345;-3.7367e-06;4.46862e-07;2.47951e-06;1.14667e-06;2.22195;-1.1186;2.48961
-2.92605;-3.72249e-06;4.62354e-07;2.22094e-06;1.5296e-06;2.25784;-1.23841;2.62223
-2.92819;-3.89685e-06;5.14459e-07;1.8174e-06;2.12184e-06;2.21788;-1.40061;2.50952
-2.92989;-3.93539e-06;5.17148e-07;1.99579e-06;1.80831e-06;2.20272;-1.2438;2.4062
-2.93118;-3.96628e-06;4.9365e-07;1.86344e-06;1.93607e-06;2.21017;-1.18801;2.33438
-2.93204;-4.16877e-06;5.20134e-07;1.64323e-06;2.27873e-06;2.18531;-1.09855;2.18254
-2.93252;-4.00238e-06;4.95573e-07;1.68813e-06;2.06608e-06;2.22723;-0.956389;2.09216
-2.93268;-3.97548e-06;4.98199e-07;1.47737e-06;2.28988e-06;2.23058;-1.16404;2.26764
-2.93265;-4.08431e-06;5.2103e-07;1.37933e-06;2.5005e-06;2.19632;-1.20936;2.29076
-2.93258;-4.13759e-06;5.20303e-07;1.55668e-06;2.41197e-06;2.21764;-1.24714;2.31613
-2.93264;-4.11561e-06;5.2236e-07;1.33244e-06;2.52189e-06;2.20158;-1.07031;2.19839
-2.93299;-4.13417e-06;5.17448e-07;1.51813e-06;2.41064e-06;2.20714;-0.706917;2.02538
-2.93376;-4.07904e-06;4.95297e-07;1.57506e-06;2.43919e-06;2.17804;-0.585651;1.89197
-2.93502;-4.078e-06;4.80759e-07;1.24118e-06;2.84704e-06;2.13709;-0.469038;1.87979
-2.93686;-4.05868e-06;4.76334e-07;1.31957e-06;2.60343e-06;2.19133;-0.652836;1.97109
-2.93937;-3.88612e-06;4.58764e-07;1.63224e-06;2.09654e-06;2.23707;-0.728526;1.97076
-2.94262;-3.98606e-06;4.49812e-07;1.73306e-06;2.15071e-06;2.20932;-0.695974;1.90971
-2.94666;-3.99284e-06;4.30509e-07;1.716e-06;2.39513e-06;2.20835;-0.517551;1.77797
-2.95152;-3.99397e-06;4.28142e-07;1.65019e-06;2.59057e-06;2.22914;-0.409264;1.73729
-2.95719;-4.06987e-06;4.26445e-07;1.5102e-06;2.92924e-06;2.25391;-0.24291;1.76412
-2.96363;-4.09088e-06;4.08862e-07;1.46467e-06;2.87652e-06;2.31491;-0.346845;1.78795
-2.97078;-4.06346e-06;3.99877e-07;1.37121e-06;2.91911e-06;2.28975;-0.369202;1.77889
-2.97859;-3.95595e-06;3.72308e-07;1.34125e-06;2.80541e-06;2.37633;-0.364709;1.82189
-2.98701;-3.89799e-06;3.48721e-07;1.68219e-06;2.14851e-06;2.41625;-0.704612;1.92416
-2.99594;-3.97961e-06;3.25718e-07;1.9044e-06;2.4505e-06;2.2841;-0.424134;1.66523
-3.00529;-3.96051e-06;3.11425e-07;1.37204e-06;2.58169e-06;2.28789;-0.604931;1.90333
-3.01497;-3.99959e-06;2.98229e-07;1.30541e-06;2.80163e-06;2.31301;-0.399587;1.9074
-3.02492;-3.93922e-06;2.74684e-07;1.29133e-06;2.65438e-06;2.28816;-0.517171;1.95514
-3.03501;-3.87971e-06;2.12631e-07;1.28455e-06;2.60899e-06;2.32573;-0.567057;1.97776
-3.04507;-3.83309e-06;1.85319e-07;1.46142e-06;2.32364e-06;2.32143;-0.730222;2.00477
-3.05494;-3.77022e-06;1.50905e-07;1.75706e-06;1.98908e-06;2.1266;-0.747234;1.96985
-3.06446;-3.86635e-06;1.29425e-07;1.7346e-06;2.10239e-06;2.05452;-0.743741;2.01378
3.06714;-3.6795e-06;9.21887e-08;1.72003e-06;2.11231e-06;2.1562;-0.904268;2.11678
3.06041;-3.59875e-06;8.5532e-08;1.16193e-06;2.61159e-06;2.28984;-0.788471;2.08419
3.05384;-3.54488e-06;5.13855e-08;1.22734e-06;2.48741e-06;2.38597;-1.14752;2.26764
3.04754;-3.69377e-06;2.99865e-08;1.93705e-06;1.87803e-06;-3.0722;-0.852719;2.09369
3.04165;-3.74059e-06;2.71991e-08;2.09412e-06;1.84956e-06;-1.81199;-1.18726;2.3965
3.03627;-3.72651e-06;3.14105e-08;2.27104e-06;1.70123e-06;-1.58552;-1.22247;2.43906
3.03149;-3.71551e-06;3.12164e-08;2.51262e-06;1.4657e-06;-1.38922;-1.21295;2.47979
3.02735;-3.79435e-06;5.09437e-08;2.81422e-06;1.33914e-06;-1.05246;-1.19723;2.69023
3.02385;-3.81709e-06;7.90657e-08;2.97212e-06;1.11756e-06;-1.00093;-1.16043;2.66371
3.02096;-3.73455e-06;9.86296e-08;2.98985e-06;1.12407e-06;-1.14126;-1.25501;2.74369
3.01871;-3.73007e-06;8.57439e-08;2.68443e-06;1.16013e-06;-0.763259;-1.06338;2.39152
3.01712;-3.76289e-06;9.94087e-08;3.19108e-06;6.83645e-07;-0.638186;-1.0062;2.53678
3.01614;-3.77953e-06;9.09436e-08;3.10801e-06;7.55473e-07;-0.887028;-1.01402;2.33986
3.01568;-3.73692e-06;9.2503e-08;2.57453e-06;1.25058e-06;-0.872888;-1.03697;2.31718
3.01563;-3.53076e-06;6.92618e-08;2.239e-06;1.39078e-06;-0.628968;-0.818337;2.08965
3.01595;-3.62058e-06;7.34415e-08;2.32305e-06;1.50433e-06;-0.744646;-0.693181;1.87695
3.01655;-3.70262e-06;4.73534e-08;2.50945e-06;1.53057e-06;-0.972963;-0.634119;1.76554
3.01737;-3.69664e-06;5.16245e-08;2.66812e-06;1.63474e-06;-0.643862;-0.537998;1.55236
3.01833;-3.57562e-06;1.65441e-08;2.25967e-06;2.01301e-06;-0.0416846;-0.429269;1.63108
3.01938;-3.61919e-06;1.7443e-08;2.32878e-06;2.2118e-06;0.315638;-0.302582;1.61048
3.02043;-3.62045e-06;6.54337e-09;2.54742e-06;1.68018e-06;2.20335;-0.5455;1.59255
3.02137;-3.70934e-06;1.28754e-08;2.8221e-06;1.96081e-06;2.85203;-0.457456;1.35868
3.02213;-3.73313e-06;3.35738e-08;2.52527e-06;2.08064e-06;1.80347;-0.459718;1.51995
3.0227;-3.68537e-06;4.56499e-08;2.74791e-06;1.65061e-06;1.47495;-0.541622;1.52399
3.0231;-3.74806e-06;1.77911e-08;3.06389e-06;1.41784e-06;1.61549;-0.622304;1.367
3.02333;-3.80564e-06;1.24138e-08;2.83573e-06;1.52089e-06;1.39626;-0.660548;1.53428
3.02344;-3.7754e-06;1.16631e-08;2.71145e-06;1.32752e-06;0.0470485;-0.779893;1.783
3.02346;-3.69979e-06;9.95167e-09;2.45407e-06;1.48213e-06;3.03271;-0.785179;1.87036
3.02346;-3.80625e-06;1.10782e-08;2.47985e-06;1.48482e-06;-0.028541;-0.886975;2.00036
3.02346;-3.90905e-06;2.08068e-08;2.76013e-06;1.28491e-06;-0.586678;-1.01933;2.18751
3.02343;-3.77657e-06;5.51295e-08;2.40371e-06;1.47347e-06;-0.845424;-1.04495;2.19382
3.02331;-3.68477e-06;6.80977e-08;2.38973e-06;1.47903e-06;-0.670296;-1.20112;2.36239
3.02301;-3.62305e-06;7.8711e-08;2.41743e-06;1.40939e-06;-0.894707;-1.18778;2.48335
3.02241;-3.61666e-06;9.25705e-08;1.86931e-06;1.91507e-06;-1.01922;-1.24239;2.3621
3.02141;-3.62339e-06;7.95417e-08;1.64381e-06;2.13516e-06;-1.06592;-1.25568;2.27739
3.01998;-3.54881e-06;8.21454e-08;1.85009e-06;1.77373e-06;-0.958037;-1.07323;2.21201
3.01811;-3.49115e-06;1.07452e-07;1.81256e-06;1.7646e-06;-1.0723;-1.15598;2.27525
3.01582;-3.54615e-06;1.19463e-07;1.7754e-06;1.88129e-06;-1.09079;-1.23265;2.25308
3.01317;-3.61311e-06;1.33022e-07;1.94781e-06;1.69752e-06;-1.18605;-0.927999;2.05638
3.01031;-3.5367e-06;1.36042e-07;1.77198e-06;1.88863e-06;-1.23443;-0.695515;1.93386
3.00746;-3.64591e-06;1.27956e-07;2.1813e-06;1.6291e-06;-1.40006;-0.719642;1.87867
3.00484;-3.70613e-06;1.25029e-07;2.11074e-06;1.78437e-06;-1.45179;-0.656294;1.93548
3.00266;-3.62511e-06;1.21978e-07;1.93756e-06;2.08423e-06;-1.49681;-0.486972;1.79762
3.0011;-3.69852e-06;1.18335e-07;2.13495e-06;1.88305e-06;-1.51425;-0.663184;1.74306
3.00027;-3.78182e-06;1.05655e-07;2.31025e-06;1.6995e-06;-1.40247;-0.717796;1.8435
3.00017;-3.80462e-06;1.00266e-07;2.24023e-06;1.68885e-06;-1.4682;-0.825148;2.02863
3.0007;-3.7951e-06;6.24554e-08;2.10436e-06;2.08935e-06;-1.40261;-0.569785;1.80534
3.00174;-3.74472e-06;6.71969e-08;2.00313e-06;2.16047e-06;-1.42666;-0.490367;1.85135
3.0031;-3.72363e-06;6.95459e-08;2.35517e-06;1.47647e-06;-1.22539;-0.935876;2.12228
3.0046;-3.6864e-06;3.30606e-08;2.3912e-06;1.47582e-06;-1.13751;-1.092;2.30707
3.00603;-3.74879e-06;3.70818e-08;2.2837e-06;1.6007e-06;-0.773558;-0.976941;2.17535
3.00731;-3.66054e-06;3.58589e-08;2.24258e-06;1.6881e-06;-1.08251;-1.17019;2.47602
3.0084;-3.79389e-06;7.28396e-09;2.98728e-06;1.21606e-06;-0.893955;-1.17413;2.69198
3.00929;-3.76002e-06;8.1204e-09;3.24089e-06;9.04527e-07;-2.42455;-1.08042;2.82122
3.00999;-3.66105e-06;5.95169e-08;3.08273e-06;9.99696e-07;-2.51091;-1.13261;2.81619
3.01054;-3.64175e-06;8.19483e-08;2.87219e-06;1.17312e-06;-2.48164;-1.19791;2.68181
3.01098;-3.67285e-06;9.18576e-08;2.91306e-06;1.15173e-06;-2.94096;-1.13494;2.6643
3.01134;-3.62699e-06;8.25123e-08;3.06277e-06;9.90479e-07;-2.95577;-1.16513;2.73697
3.01164;-3.53848e-06;1.41484e-07;2.40043e-06;1.39062e-06;2.95166;-0.940226;2.18348
3.01184;-3.5625e-06;1.67621e-07;2.57011e-06;1.31226e-06;2.98547;-0.799089;1.95855
3.01184;-3.54049e-06;1.67183e-07;2.66307e-06;1.14379e-06;3.03857;-0.899315;2.07393
3.01151;-3.65134e-06;1.45815e-07;2.40086e-06;1.64433e-06;3.13613;-0.749506;1.79375
3.01067;-3.64566e-06;1.20848e-07;2.32834e-06;1.57462e-06;3.09567;-0.855558;2.00998
3.00918;-3.47959e-06;9.64999e-08;1.82357e-06;1.89849e-06;2.89572;-0.839828;2.07007
3.00691;-3.54959e-06;7.94004e-08;2.24081e-06;1.57708e-06;2.29028;-0.86657;1.98913
3.00382;-3.55651e-06;7.29447e-08;2.47986e-06;1.43652e-06;1.92673;-0.753041;1.82457
2.9999;-3.56247e-06;1.7578e-08;2.2858e-06;1.45978e-06;-1.20992;-0.898361;1.97218
2.99521;-3.56044e-06;3.42016e-08;2.08354e-06;1.63776e-06;-1.4222;-1.04492;2.19245
2.98995;-3.4875e-06;1.00178e-07;1.7437e-06;1.92606e-06;-1.04805;-1.20066;2.36512
2.98434;-3.49748e-06;1.42994e-07;1.61912e-06;2.00102e-06;-0.862255;-1.20975;2.27735
2.97865;-3.39994e-06;1.36133e-07;1.10541e-06;2.47194e-06;-0.743025;-1.35784;2.28672
2.97313;-3.28491e-06;1.37406e-07;1.54992e-06;2.17919e-06;-0.555139;-1.5059;2.51133
2.96794;-3.25168e-06;1.81538e-07;1.1891e-06;2.39883e-06;-0.769042;-1.60762;2.37983
2.96315;-3.43424e-06;1.59826e-07;1.4461e-06;2.1116e-06;-0.925453;-1.19563;2.28575
2.95879;-3.39264e-06;2.10695e-07;1.12232e-06;2.35138e-06;-1.06362;-1.23996;2.28377
2.95483;-3.50586e-06;2.34276e-07;1.81918e-06;1.9882e-06;-1.12124;-1.42185;2.46237
2.95128;-3.5529e-06;2.17888e-07;1.94086e-06;1.82029e-06;-1.064;-1.24939;2.47499
2.94812;-3.57858e-06;2.10891e-07;1.91714e-06;1.72246e-06;-1.0335;-1.04113;2.27521
2.94529;-3.71763e-06;2.08074e-07;2.27665e-06;1.665e-06;-1.08795;-1.23787;2.44289
2.94272;-3.70678e-06;2.18073e-07;2.2169e-06;1.67229e-06;-1.0723;-1.18239;2.44562
2.94034;-3.6473e-06;2.25818e-07;2.4246e-06;1.57329e-06;-1.20121;-1.31585;2.57732
2.93805;-3.79926e-06;2.43148e-07;2.35305e-06;1.63647e-06;-1.22028;-1.24132;2.37727
2.93583;-3.96536e-06;2.4221e-07;2.66685e-06;1.37539e-06;-1.14136;-1.01848;2.28557
2.93365;-3.97495e-06;2.88085e-07;2.70104e-06;1.35987e-06;-1.15641;-1.11586;2.35817
2.93154;-4.10163e-06;3.03792e-07;2.87362e-06;1.29289e-06;-1.15384;-1.10347;2.29162
2.92948;-3.8261e-06;3.02083e-07;2.00464e-06;1.83103e-06;-1.16234;-1.02394;2.22233
2.92748;-3.76382e-06;2.93501e-07;1.93035e-06;1.88774e-06;-1.12461;-1.15288;2.24528
2.92552;-3.88298e-06;3.07926e-07;2.01676e-06;1.869e-06;-1.06917;-0.985434;2.1267
2.9236;-3.7507e-06;3.06447e-07;1.91973e-06;2.01274e-06;-0.957886;-0.605109;1.87196
2.92173;-3.71261e-06;3.06111e-07;1.68604e-06;2.09097e-06;-1.05434;-0.774687;1.94566
2.91995;-3.83728e-06;3.34439e-07;1.89127e-06;2.014e-06;-0.966556;-0.702984;1.96241
2.91829;-3.77462e-06;3.37681e-07;2.14904e-06;1.69835e-06;-1.01684;-0.698199;1.94185
2.91676;-3.80834e-06;3.39919e-07;1.9286e-06;1.90542e-06;-1.03491;-0.814921;1.96282
2.91531;-3.76019e-06;3.37444e-07;1.61917e-06;2.13317e-06;-0.919013;-0.815815;2.08095
2.91395;-3.55364e-06;3.18262e-07;1.28181e-06;2.27752e-06;-0.893706;-0.75498;2.08444
2.91268;-3.73944e-06;3.26268e-07;1.57676e-06;2.17858e-06;-0.782035;-0.80641;2.06194
2.91146;-3.72564e-06;3.30066e-07;1.59783e-06;2.16302e-06;-0.821478;-0.727264;2.04854
2.91028;-3.72029e-06;3.38061e-07;1.69342e-06;2.01072e-06;-0.858596;-1.02494;2.17934
2.90911;-3.82515e-06;3.25351e-07;1.83539e-06;2.01248e-06;-0.955805;-1.08726;2.2264
2.90787;-3.83801e-06;3.43649e-07;2.00829e-06;2.01733e-06;-0.954953;-1.2853;2.45495
2.90648;-3.78614e-06;3.24192e-07;1.88767e-06;2.02618e-06;-0.865426;-1.25086;2.34903
2.90486;-3.73786e-06;3.11743e-07;1.57807e-06;2.20078e-06;-0.810553;-1.08489;2.25962
2.90295;-3.48859e-06;2.89646e-07;1.04335e-06;2.49939e-06;-0.822649;-1.14677;2.27516
2.90071;-3.55746e-06;2.94877e-07;1.19905e-06;2.45352e-06;-0.937801;-1.26942;2.2674
2.89812;-3.65981e-06;3.07459e-07;1.58914e-06;2.32331e-06;-0.9066;-1.36945;2.44355
2.8952;-3.55324e-06;2.91886e-07;1.1825e-06;2.42386e-06;-0.943107;-1.08784;2.27146
2.89198;-3.58578e-06;3.12599e-07;1.20457e-06;2.52684e-06;-0.939969;-1.31818;2.35832
2.88852;-3.43165e-06;3.13435e-07;9.38401e-07;2.57877e-06;-0.94898;-1.21278;2.35977
2.8848;-3.45999e-06;3.43824e-07;1.18372e-06;2.45286e-06;-0.983514;-1.43992;2.37219
2.88077;-3.53263e-06;3.65704e-07;1.0711e-06;2.44131e-06;-0.838121;-0.807281;2.18856
2.87651;-3.52818e-06;3.46435e-07;1.1482e-06;2.45223e-06;-0.93325;-0.565738;2.11471
2.87219;-3.71497e-06;3.73583e-07;1.52979e-06;2.19054e-06;-0.95373;-0.788495;2.12125
2.86805;-3.834e-06;3.94936e-07;2.00178e-06;1.84371e-06;-0.90485;-0.76806;2.13861
2.86431;-3.52543e-06;3.76528e-07;1.45118e-06;2.091e-06;-0.840701;-0.702012;2.15503
2.8612;-3.59723e-06;3.75075e-07;1.34438e-06;2.31334e-06;-0.907497;-0.646881;2.03991
2.85883;-3.82898e-06;4.37562e-07;1.81931e-06;1.97081e-06;-0.945242;-0.835799;2.11278
2.85721;-3.75366e-06;4.25217e-07;1.70024e-06;2.01478e-06;-0.979661;-0.920981;2.09019
2.85627;-3.7394e-06;4.08275e-07;1.64577e-06;2.07383e-06;-1.10092;-0.909387;2.10366
2.85596;-3.65049e-06;4.17757e-07;1.58156e-06;2.03405e-06;-1.14329;-0.861769;2.14856
2.85629;-3.59796e-06;3.94991e-07;1.58691e-06;1.98887e-06;-1.10452;-0.932462;2.1083
2.85715;-3.59507e-06;4.36818e-07;1.56271e-06;1.96583e-06;-1.09071;-0.962698;2.12257
2.85841;-3.46681e-06;4.21803e-07;1.05082e-06;2.3588e-06;-1.09848;-0.860083;2.0851
2.85985;-3.53409e-06;4.72125e-07;1.12823e-06;2.32783e-06;-1.10101;-1.18365;2.15316
2.8612;-3.61118e-06;5.0698e-07;1.2109e-06;2.26588e-06;-1.09406;-1.0155;2.11459
2.86218;-3.54822e-06;5.11921e-07;1.28273e-06;2.17115e-06;-1.05352;-0.689654;2.02243
2.86261;-3.32973e-06;4.63276e-07;7.59307e-07;2.45956e-06;-1.1145;-0.779717;2.09699
2.86245;-3.261e-06;4.68774e-07;8.11088e-07;2.53551e-06;-1.08079;-0.221549;2.01957
2.86173;-3.36784e-06;4.84739e-07;9.64874e-07;2.72564e-06;-0.963764;-0.0101937;1.91488
2.86055;-3.37861e-06;4.8045e-07;6.92704e-07;2.89267e-06;-0.864265;0.0476151;2.0075
2.85902;-3.49233e-06;4.90012e-07;9.01933e-07;2.55622e-06;-0.974435;-0.494562;2.05102
2.85719;-3.56958e-06;5.02273e-07;8.52787e-07;2.57885e-06;-0.945083;-0.867662;2.16277
2.85505;-3.46576e-06;5.06703e-07;6.62134e-07;2.65304e-06;-0.920337;-0.958436;2.19934
2.8526;-3.46866e-06;4.66364e-07;7.4213e-07;2.66775e-06;-0.969305;-0.583193;2.10354
2.8499;-3.65496e-06;4.7228e-07;1.14063e-06;2.42447e-06;-0.958991;-0.94314;2.22051
2.84698;-3.57771e-06;4.86772e-07;9.82816e-07;2.53544e-06;-0.961911;-1.20632;2.28505
2.84388;-3.57817e-06;5.25885e-07;9.21212e-07;2.61556e-06;-0.870059;-1.33584;2.32366
2.84059;-3.57462e-06;5.04894e-07;9.75177e-07;2.51808e-06;-0.845245;-1.15317;2.28238
2.83714;-3.71736e-06;5.33749e-07;1.57124e-06;2.1893e-06;-0.896318;-1.34246;2.37876
2.8335;-3.82537e-06;5.52194e-07;1.83904e-06;1.92472e-06;-0.85504;-1.16475;2.32921
2.82959;-3.67727e-06;5.56381e-07;1.36997e-06;2.18015e-06;-0.869239;-1.06656;2.27614
2.82539;-3.62015e-06;5.36476e-07;1.27714e-06;2.21536e-06;-0.848672;-0.842837;2.16889
2.82094;-3.82515e-06;5.68257e-07;1.92664e-06;1.85311e-06;-0.856796;-0.660942;2.01775
2.81631;-3.72657e-06;5.82733e-07;1.69468e-06;1.87321e-06;-0.86948;-0.894353;2.16367
2.8116;-3.69936e-06;5.73145e-07;1.59471e-06;1.9606e-06;-0.895658;-0.883112;2.09808
2.80697;-3.70698e-06;5.69986e-07;1.64592e-06;1.94994e-06;-0.850712;-0.775873;2.07631
2.80259;-3.74193e-06;5.51053e-07;1.84739e-06;1.96505e-06;-0.881153;-0.562287;1.92266
2.79865;-3.79643e-06;5.59419e-07;1.89874e-06;1.8039e-06;-0.895131;-0.808929;2.09149
2.79518;-3.58062e-06;5.46903e-07;1.48604e-06;2.05084e-06;-0.864498;-0.633775;2.06105
2.79225;-3.67296e-06;5.67599e-07;1.69173e-06;1.93449e-06;-0.906338;-0.674591;1.99693
2.78989;-3.62194e-06;5.69553e-07;1.58652e-06;1.945e-06;-0.867095;-0.735044;2.04693
2.78813;-3.86645e-06;6.18132e-07;2.32604e-06;1.39768e-06;-0.948683;-1.04804;2.17263
2.78693;-3.83332e-06;6.08793e-07;2.26961e-06;1.52872e-06;-0.941382;-1.21092;2.36662
2.78627;-3.81392e-06;5.9538e-07;2.26884e-06;1.42879e-06;-0.916917;-1.06541;2.23403
2.78617;-3.81037e-06;6.0971e-07;2.42985e-06;1.26804e-06;-0.922279;-1.11033;2.2479
2.7866;-3.85351e-06;6.13173e-07;2.70235e-06;1.14966e-06;-0.96064;-1.21754;2.44683
2.78748;-3.71337e-06;5.82436e-07;2.86074e-06;1.49123e-06;-0.987048;-1.5386;2.7827
2.78872;-3.87982e-06;6.21565e-07;3.09701e-06;1.54817e-06;-0.999027;-1.54954;2.86253
2.79021;-3.82939e-06;6.07066e-07;3.21036e-06;1.85992e-06;-1.04746;-1.68354;2.94487
2.79187;-3.76261e-06;6.05659e-07;2.9539e-06;1.91998e-06;-1.08632;-1.70658;2.85146
2.79362;-3.73828e-06;6.0605e-07;3.24495e-06;2.06935e-06;-1.12938;-1.79581;2.95186
2.79545;-3.65179e-06;5.75447e-07;3.09388e-06;2.21443e-06;-1.12508;-1.84956;2.91506
2.79734;-3.52917e-06;5.52732e-07;2.55239e-06;2.32055e-06;-1.07745;-1.88219;2.77761
2.79921;-3.46267e-06;5.34941e-07;2.41265e-06;2.34085e-06;-1.08656;-1.90309;2.74031
2.80096;-3.64744e-06;5.45237e-07;2.44718e-06;2.24261e-06;-1.03739;-1.75984;2.75505
2.80243;-3.56567e-06;5.27206e-07;2.03333e-06;2.18598e-06;-1.00659;-1.69151;2.61229
